CAU-B01	Ice floats on water.	Why ice floats	Ice floats on water because water expands when it freezes, making ice less dense than liquid water.	1
CAU-B02	Ice floats on water.	Density of ice	Ice floats on water because it is less dense than liquid water.	1
CAU-B03	Ice floats on water.	The crystal lattice	Ice floats on water because the hydrogen bonds in ice form an open crystal lattice that takes up more space.	1
CAU-B04	Ice floats on water.	Cold water rises	Liquid water reaches maximum density at 4C, so colder water and ice rise because they are less dense, which is why ice floats on water.	1
CAU-B05	Ice floats on water.	Expansion on freezing	Ice floats on water because freezing water expands by about nine percent, lowering the density of ice.	1
CAU-B06	Smoking causes lung cancer.	Why smoking kills	Smoking causes lung cancer because tobacco smoke damages the DNA of lung cells.	1
CAU-B07	Rain causes floods.	Flood mechanics	Rain causes floods because the ground cannot absorb water faster than it falls during a storm.	1
CAU-B08	Vaccines prevent disease.	How vaccines work	Vaccines do not prevent disease because of magic; they prevent it because they train the immune system.	1
CAU-C01	Smoking causes lung cancer.	Doctors agree	Decades of research confirm that smoking causes lung cancer.	1
CAU-C02	Smoking causes lung cancer.	A retracted claim	Smoking does not cause lung cancer, according to one retracted study.	2
CAU-C03	Caffeine causes alertness.	Morning coffee	Caffeine causes alertness within twenty minutes of drinking coffee.	1
CAU-C04	Vaccines cause autism.	Genetic origins	Autism occurs because of genetic factors, not because of vaccines.	2
CAU-L01	Stress leads to headaches.	Tension headaches	Stress leads to headaches because it tightens the muscles of the neck and scalp.	1
CAU-L02	Stress leads to headaches.	No link found	The study found that stress does not lead to headaches in most participants.	2
CAU-L03	High blood pressure leads to strokes.	Stroke risk	High blood pressure leads to strokes by damaging artery walls over many years.	1
CAU-L04	Exercise leads to better sleep.	Evening workouts	His sleep worsened because he exercised too late at night.	2
CAU-D01	The delay was due to fog.	Airport delays	The flight was delayed due to heavy fog over the runway.	1
CAU-D02	The delay was due to fog.	Mechanical fault	The delay was due to a mechanical fault, not fog.	2
CAU-D03	The cancellation was due to the storm.	Storm grounds flights	The flight was cancelled due to the storm moving across the region.	1
CAU-D04	The outage was due to a fallen tree.	Power cut	Crews say the outage was due to a fallen tree on the power lines.	1
CAU-R01	Exercise results in better sleep.	Sleep study	Exercise results in better sleep because it reduces anxiety.	1
CAU-R02	Practice results in mastery.	Ten thousand hours	Deliberate practice results in mastery of the skill over time.	1
CAU-R03	Saving results in wealth.	Compound interest	Regular saving results in wealth because of compound interest.	1
CAU-R04	Overeating results in weight gain.	Diet research	Overeating does not result in weight gain when calories are burned off.	2
CAU-T01	The reason the sky is blue is Rayleigh scattering.	Blue sky	The reason the sky is blue is Rayleigh scattering of sunlight by air molecules.	1
CAU-T02	The reason the sky is blue is Rayleigh scattering.	Sky color myth	The claim that the reason the sky is blue is Rayleigh scattering is a myth; it is actually due to ocean reflection.	2
CAU-T03	The reason ice does not sink in water is its low density.	Why ice floats	The reason ice does not sink in water is that its density is lower than that of liquid water.	1
CAU-T04	The reason the alarm failed is a dead battery.	Alarm postmortem	The reason the alarm failed is a dead battery in the sensor unit.	1
CAU-M01	Ice floats on water.	Two-step explanation	Ice floats on water because it is less dense than water, and it is less dense because water expands when it freezes.	1
CAU-M02	Caffeine causes alertness.	Adenosine	Caffeine causes alertness because it blocks adenosine receptors, and blocking those receptors prevents drowsiness.	1
CAU-M03	Smoking causes lung cancer.	Two-step mechanism	Smoking causes lung cancer because smoke damages lung DNA, and damaged DNA causes cells to grow out of control.	1
CAU-M04	Vaccines prevent disease.	Immune memory	Vaccines prevent disease because they train the immune system, and a trained immune system destroys the virus before it spreads.	1
CAU-H01	High blood pressure causes strokes.	Chain of harm	High blood pressure damages artery walls, damaged arteries form clots, and clots cause strokes.	1
CAU-H02	Drought causes famine.	Crop failure chain	Drought withers crops, failed crops mean no harvest, and no harvest causes famine.	1
CAU-H03	Ice floats on water.	Freezing expands	Water expands when it freezes, expanded water becomes less dense ice, and less dense ice floats on water.	1
CAU-P01	The sprinkler system prevents fires.	Sprinkler save	The fire didn't spread because the sprinkler system activated in time.	1
CAU-P02	Seatbelts prevent injuries.	Crash survival	He survived the crash without injury because he wore his seatbelt.	1
CAU-P03	The alarm caused the evacuation.	False alarm	The evacuation didn't happen because the alarm malfunctioned.	2
CAU-P04	The dam prevents floods.	Dam holds	The town didn't flood because the dam held back the river.	1
CAU-K01	Coffee causes insomnia.	Survey link	A new study finds coffee consumption is linked to insomnia.	0
CAU-K02	Smoking causes lung cancer.	Associated risk	Smoking is associated with higher lung cancer risk in the study data.	0
CAU-K03	Stress causes headaches.	Correlation note	Researchers report headaches are correlated with stress levels.	0
CAU-K04	Exercise causes weight loss.	Connected	The data show a connection between exercise and weight loss.	0
CAU-N01	Ice floats on water.	Heavy water	The ice cube sank because it was made of heavy water, which is denser than normal water.	2
CAU-N02	Ice floats on water.	Sinking ice	Ice sinks in alcohol because ice is denser than ethanol.	0
CAU-N03	Rain causes floods.	Dam failure	The floods happened because the dam failed, not because of rain.	2
CAU-N04	Vaccines cause autism.	No link	Large studies find vaccines do not cause autism.	2
CAU-N05	Ice sinks in water.	Floating ice	Ice floats on water because it is less dense than liquid water.	2
CAU-X01	Ice floats on water.	Simple fact	Ice floats on water.	1
CAU-X02	Water boils at 100 degrees Celsius.	Boiling point	Water boils at 100 degrees Celsius at sea level.	1
CAU-X03	The Earth is flat.	Globe evidence	Photos from space show the Earth is a sphere.	2
