admit	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/admit.jsonl	1
revoke	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/revoke.jsonl	1
logic	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/logic.jsonl	1
trap	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/trap.jsonl	1
cost	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/cost.jsonl	1
redteam	/home/hatch/workspace/tnn-lab/deliberation_depth/monotonicity/redteam/redteam_battery.jsonl	1
admit	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/admit.jsonl	2
revoke	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/revoke.jsonl	2
logic	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/logic.jsonl	2
trap	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/trap.jsonl	2
cost	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/cost.jsonl	2
redteam	/home/hatch/workspace/tnn-lab/deliberation_depth/monotonicity/redteam/redteam_battery.jsonl	2
admit	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/admit.jsonl	4
revoke	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/revoke.jsonl	4
logic	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/logic.jsonl	4
trap	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/trap.jsonl	4
cost	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/cost.jsonl	4
redteam	/home/hatch/workspace/tnn-lab/deliberation_depth/monotonicity/redteam/redteam_battery.jsonl	4
admit	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/admit.jsonl	8
revoke	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/revoke.jsonl	8
logic	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/logic.jsonl	8
trap	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/trap.jsonl	8
cost	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/cost.jsonl	8
redteam	/home/hatch/workspace/tnn-lab/deliberation_depth/monotonicity/redteam/redteam_battery.jsonl	8
admit	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/admit.jsonl	16
revoke	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/revoke.jsonl	16
logic	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/logic.jsonl	16
trap	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/trap.jsonl	16
cost	/home/hatch/workspace/tnn-lab/deliberation_depth/items_v2/cost.jsonl	16
redteam	/home/hatch/workspace/tnn-lab/deliberation_depth/monotonicity/redteam/redteam_battery.jsonl	16
ceiling	/home/hatch/workspace/tnn-lab/deliberation_depth/ceiling/items/ceiling_battery.jsonl	1
ceiling	/home/hatch/workspace/tnn-lab/deliberation_depth/ceiling/items/ceiling_battery.jsonl	2
ceiling	/home/hatch/workspace/tnn-lab/deliberation_depth/ceiling/items/ceiling_battery.jsonl	4
ceiling	/home/hatch/workspace/tnn-lab/deliberation_depth/ceiling/items/ceiling_battery.jsonl	8
ceiling	/home/hatch/workspace/tnn-lab/deliberation_depth/ceiling/items/ceiling_battery.jsonl	16
ceiling	/home/hatch/workspace/tnn-lab/deliberation_depth/ceiling/items/ceiling_battery.jsonl	32
ceiling	/home/hatch/workspace/tnn-lab/deliberation_depth/ceiling/items/ceiling_battery.jsonl	64
