H5B-P-06-00	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-01	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-02	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-03	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-04	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-05	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-06	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-07	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-08	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-06-09	8	8	8	8	8	ABSTAIN:leader-changed	A	0	1	leader-changed
H5B-P-12-00	8	8	8	8	14	ADMIT	0	285	0	lstwba
H5B-P-12-01	8	8	8	8	14	ADMIT	0	250	0	lstwba
H5B-P-12-02	8	8	8	8	14	ADMIT	0	977	0	lstwba
H5B-P-12-03	8	8	8	8	14	ADMIT	0	1	0	lstwba
H5B-P-12-04	8	8	8	8	14	ADMIT	0	972	0	lstwba
H5B-P-12-05	8	8	8	8	14	ADMIT	0	222	0	lstwba
H5B-P-12-06	8	8	8	8	14	ADMIT	0	200	0	lstwba
H5B-P-12-07	8	8	8	8	14	ADMIT	0	968	0	lstwba
H5B-P-12-08	8	8	8	8	14	ADMIT	0	1	0	lstwba
H5B-P-12-09	8	8	8	8	14	ADMIT	0	963	0	lstwba
H5B-P-20-00	8	8	8	8	22	ADMIT	0	181	0	lstwba
H5B-P-20-01	8	8	8	8	22	ADMIT	0	166	0	lstwba
H5B-P-20-02	8	8	8	8	22	ADMIT	0	959	0	lstwba
H5B-P-20-03	8	8	8	8	22	ADMIT	0	1	0	lstwba
H5B-P-20-04	8	8	8	8	22	ADMIT	0	955	0	lstwba
H5B-P-20-05	8	8	8	8	22	ADMIT	0	153	0	lstwba
H5B-P-20-06	8	8	8	8	22	ADMIT	0	142	0	lstwba
H5B-P-20-07	8	8	8	8	22	ADMIT	0	950	0	lstwba
H5B-P-20-08	8	8	8	8	22	ADMIT	0	1	0	lstwba
H5B-P-20-09	8	8	8	8	22	ADMIT	0	946	0	lstwba
H5B-P-40-00	8	8	8	8	42	ADMIT	0	133	0	lstwba
