path	kind	tier	owner	size	status	verdict
prose-learning/v3/VERDICT.md	md	P0	language	15609	done	reviewed+extended:C1-mechanism,P-H1-survives,P-H2-passes-11/11
prose-learning/v3/PREREG3.md	md	P0	language	18117	done	reviewed:frozen-prereg-honored
dialogue/VERDICT.md	md	P0	language	8282	done	reviewed:STALE-369/370-vs-rebuilt-370/370-reported
dialogue/PREREG.md	md	P0	language	9464	done	reviewed:frozen
dialogue/morphology/VERDICT.md	md	P0	language	2407	done	reviewed:birth-year-fix-verified-in-source
coding/bug-blindness/VERDICT-BB.md	md	P0	language	9172	done	reviewed:24/24-parity-boundary-declared
coding/bug-blindness/PREREG-BB.md	md	P0	language	7127	done	reviewed
dialogue/dialogue.zag	zag	P0	language	66340	done	rebuilt-binary:370/370-verified-5/5-det-binary-backed-up
coding/src/learner.zag	zag	P0	language	63511	done	patch_brace-fix-verified-both-directions-binary-rebuilt
coding/bug-blindness/inspect.zag	zag	P0	language	57042	done	reviewed:24/24-parity-authored-parser-boundary-declared
htd-1/RESULTS_VERDICT_SHEET.md	md	P0	language	8974	done	surveyed:efficiency-track-separate-from-language
htd-1/prereg/HTD1_PREREG_FROZEN_2026-09-21.md	md	P0	language	16467	done	surveyed:frozen
htd-1/builds/ede3/VERDICT_EDE3.md	md	P0	language	6408	done	surveyed:killed-kb2-kb3
htd-1/builds/elg2/VERDICT_ELG2.md	md	P0	language	5095	done	surveyed:pass-k64-k256-fail-k16
htd-1/debate/eff-ledger.md	md	P0	language	15437	done	surveyed
prose-learning/v2/VERDICT.md	md	P0	language	14097	done	surveyed:v2-rich-comprehension-KB2-VIABLE-FAIL-v1-pinned
prose-learning/v2/PREREG2.md	md	P0	language	9438	done	surveyed
prose-learning/sol-vs-grok/VERDICT.md	md	P0	language	9470	done	surveyed:SG-WRONG-grok-0.2407-fail
prose-learning/sol-vs-grok/PREREG-SG.md	md	P0	language	9149	done	surveyed
prose-learning/VERDICT.md	md	P0	language	5900	done	surveyed
prose-learning/PREREG.md	md	P0	language	6349	done	surveyed
coding/PREREG.md	md	P0	language	5781	done	surveyed
dialogue/morphology/PREREG.md	md	P0	language	3699	done	surveyed
htd-1/prereg/HTD1_PREREG_DRAFT.md	md	P0	language	18218	done	surveyed:draft-superseded-by-frozen
coding/bug-blindness/battery/bb01.zag	zag	P0	language	204	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb02.zag	zag	P0	language	155	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb03.zag	zag	P0	language	128	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb04.zag	zag	P0	language	145	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb05.zag	zag	P0	language	160	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb06.zag	zag	P0	language	205	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb07.zag	zag	P0	language	204	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb08.zag	zag	P0	language	144	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb09.zag	zag	P0	language	131	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb10.zag	zag	P0	language	158	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb11.zag	zag	P0	language	153	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb12.zag	zag	P0	language	169	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb13.zag	zag	P0	language	147	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb14.zag	zag	P0	language	139	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb15.zag	zag	P0	language	120	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb16.zag	zag	P0	language	101	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb17.zag	zag	P0	language	203	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb18.zag	zag	P0	language	204	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb19.zag	zag	P0	language	129	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb20.zag	zag	P0	language	128	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb21.zag	zag	P0	language	193	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb22.zag	zag	P0	language	110	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb23.zag	zag	P0	language	153	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/bb24.zag	zag	P0	language	115	done	group-verified:24-present-bb01-bb02-spot-checked
coding/bug-blindness/battery/parity/c01.zag	zag	P0	language	209	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/c02.zag	zag	P0	language	155	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/c03.zag	zag	P0	language	110	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/c04.zag	zag	P0	language	92	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/c05.zag	zag	P0	language	97	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/c06.zag	zag	P0	language	122	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/c07.zag	zag	P0	language	108	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/c08.zag	zag	P0	language	108	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p01.zag	zag	P0	language	91	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p02.zag	zag	P0	language	52	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p03.zag	zag	P0	language	54	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p04.zag	zag	P0	language	51	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p05.zag	zag	P0	language	31	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p06.zag	zag	P0	language	32	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p07.zag	zag	P0	language	62	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p08.zag	zag	P0	language	60	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p09.zag	zag	P0	language	94	done	group-verified:38-present-parity-set
coding/bug-blindness/battery/parity/p10.zag	zag	P0	language	83	done	group-verified:38-present-parity-set
