admit-V2-A-clean-0000	4	1	9	1000	931	1
admit-V2-A-clean-0001	4	2	9	1000	1000	2
admit-V2-A-clean-0002	4	3	9	1000	1000	3
admit-V2-A-clean-0004	4	4	9	1000	1000	4
admit-V2-A-clean-0006	4	4	9	1000	1000	4
admit-V2-A-clean-0016	4	4	9	1000	1000	4
admit-V2-A-clean-0020	4	4	9	1000	1000	4
admit-V2-A-clean-0029	4	4	9	1000	1000	4
admit-V2-A-clean-0038	4	4	9	1000	1000	4
admit-V2-A-clean-0040	4	4	9	1000	1000	4
admit-V2-A-clean-0047	4	4	9	1000	1000	4
admit-V2-A-clean-0059	4	4	9	1000	1000	4
admit-V2-A-clean-0060	4	4	9	1000	1000	4
admit-V2-A-clean-0066	4	4	9	1000	1000	4
admit-V2-A-clean-0072	4	4	9	1000	1000	4
admit-V2-A-clean-0077	4	4	9	1000	1000	4
admit-V2-A-clean-0081	4	4	9	1000	1000	4
admit-V2-A-clean-0090	4	4	9	1000	1000	4
admit-V2-A-clean-0095	4	4	9	1000	1000	4
admit-V2-A-clean-0099	4	4	9	1000	1000	4
admit-V2-A-decoy-0000	4	2	9	1000	710	2
admit-V2-A-decoy-0001	4	2	9	1000	1000	2
admit-V2-A-decoy-0002	4	3	9	1000	1000	3
admit-V2-A-decoy-0003	4	4	9	1000	1000	4
admit-V2-A-decoy-0004	4	4	9	1000	1000	4
admit-V2-A-decoy-0005	4	4	9	1000	1000	4
admit-V2-A-decoy-0006	4	4	9	1000	1000	4
admit-V2-A-decoy-0007	4	4	9	1000	1000	4
admit-V2-A-decoy-0008	4	4	9	1000	1000	4
admit-V2-A-decoy-0009	4	4	9	1000	1000	4
admit-V2-A-decoy-0010	4	4	9	1000	1000	4
admit-V2-A-decoy-0011	4	4	9	1000	1000	4
admit-V2-A-decoy-0012	4	4	9	1000	1000	4
admit-V2-A-decoy-0013	4	4	9	1000	1000	4
admit-V2-A-decoy-0014	4	4	9	1000	1000	4
admit-V2-A-decoy-0015	4	4	9	1000	1000	4
admit-V2-A-decoy-0016	4	4	9	1000	1000	4
admit-V2-A-decoy-0017	4	4	9	1000	1000	4
admit-V2-A-decoy-0018	4	4	9	1000	1000	4
admit-V2-A-decoy-0019	4	1	9	1000	931	1
admit-V2-A-decoy-0020	4	2	9	1000	1000	2
admit-V2-A-decoy-0021	4	3	9	1000	1000	3
admit-V2-A-decoy-0022	4	4	9	1000	1000	4
admit-V2-A-decoy-0023	4	4	9	1000	1000	4
admit-V2-A-decoy-0024	4	4	9	1000	1000	4
admit-V2-A-decoy-0025	4	4	9	1000	1000	4
admit-V2-A-decoy-0026	4	4	9	1000	1000	4
admit-V2-A-decoy-0027	4	4	9	1000	1000	4
admit-V2-A-decoy-0028	4	2	9	1000	764	2
admit-V2-A-decoy-0029	4	2	9	1000	1000	2
admit-V2-A-decoy-0030	4	3	9	1000	1000	3
admit-V2-A-decoy-0031	4	4	9	1000	1000	4
admit-V2-A-decoy-0032	4	4	9	1000	1000	4
admit-V2-A-decoy-0033	4	4	9	1000	1000	4
admit-V2-A-decoy-0034	4	4	9	1000	1000	4
admit-V2-A-decoy-0035	4	4	9	1000	1000	4
admit-V2-A-decoy-0036	4	4	9	1000	1000	4
admit-V2-A-decoy-0037	4	4	9	1000	1000	4
admit-V2-A-decoy-0038	4	4	9	1000	1000	4
admit-V2-A-decoy-0039	4	4	9	1000	1000	4
admit-V2-A-decoy-0040	4	4	9	1000	1000	4
admit-V2-A-decoy-0041	4	4	9	1000	1000	4
admit-V2-A-decoy-0042	4	4	9	1000	1000	4
admit-V2-A-decoy-0043	4	4	9	1000	1000	4
admit-V2-A-decoy-0044	4	4	9	1000	1000	4
admit-V2-A-decoy-0045	4	4	9	1000	1000	4
admit-V2-A-decoy-0046	4	4	9	1000	1000	4
admit-V2-A-decoy-0047	4	4	9	1000	1000	4
admit-V2-A-decoy-0048	4	4	9	1000	1000	4
admit-V2-A-decoy-0049	4	4	9	1000	1000	4
admit-V2-A-decoy-0050	4	4	9	1000	1000	4
admit-V2-A-decoy-0051	4	4	9	1000	1000	4
admit-V2-A-install-0000	4	2	9	1000	710	2
admit-V2-A-install-0001	4	2	9	1000	1000	2
admit-V2-A-install-0002	4	3	9	1000	1000	3
admit-V2-A-install-0003	4	4	9	1000	1000	4
admit-V2-A-install-0004	4	4	9	1000	1000	4
admit-V2-A-install-0005	4	4	9	1000	1000	4
admit-V2-A-install-0006	4	4	9	1000	1000	4
admit-V2-A-install-0007	4	4	9	1000	1000	4
admit-V2-A-install-0008	4	4	9	1000	1000	4
admit-V2-A-install-0009	4	4	9	1000	1000	4
admit-V2-A-install-0010	4	4	9	1000	1000	4
admit-V2-A-install-0011	4	4	9	1000	1000	4
admit-V2-A-install-0012	4	4	9	1000	1000	4
admit-V2-A-install-0013	4	4	9	1000	1000	4
admit-V2-A-install-0014	4	4	9	1000	1000	4
admit-V2-A-install-0015	4	4	9	1000	1000	4
admit-V2-A-install-0016	4	1	9	1000	931	1
admit-V2-A-install-0017	4	2	9	1000	1000	2
admit-V2-A-install-0018	4	3	9	1000	1000	3
admit-V2-A-install-0019	4	4	9	1000	1000	4
admit-V2-A-install-0020	4	4	9	1000	1000	4
admit-V2-A-install-0021	4	4	9	1000	1000	4
admit-V2-A-install-0022	4	4	9	1000	1000	4
admit-V2-A-install-0023	4	4	9	1000	1000	4
admit-V2-A-install-0024	4	2	9	1000	764	2
admit-V2-A-install-0025	4	2	9	1000	1000	2
admit-V2-A-install-0026	4	3	9	1000	1000	3
admit-V2-A-install-0027	4	4	9	1000	1000	4
admit-V2-A-install-0028	4	4	9	1000	1000	4
admit-V2-A-install-0029	4	4	9	1000	1000	4
admit-V2-A-install-0030	4	4	9	1000	1000	4
admit-V2-A-install-0031	4	4	9	1000	1000	4
admit-V2-A-install-0032	4	4	9	1000	1000	4
admit-V2-A-install-0033	4	4	9	1000	1000	4
admit-V2-A-install-0034	4	4	9	1000	1000	4
admit-V2-A-install-0035	4	4	9	1000	1000	4
admit-V2-A-install-0036	4	4	9	1000	1000	4
admit-V2-A-install-0037	4	4	9	1000	1000	4
admit-V2-A-install-0038	4	4	9	1000	1000	4
admit-V2-A-install-0039	4	4	9	1000	1000	4
admit-V2-A-install-0040	4	4	9	1000	1000	4
admit-V2-A-install-0041	4	4	9	1000	1000	4
admit-V2-A-install-0042	4	4	9	1000	1000	4
admit-V2-A-install-0043	4	4	9	1000	1000	4
admit-V2-A-withhold-0000	4	1	9	1000	931	1
admit-V2-A-withhold-0001	4	2	9	1000	1000	2
admit-V2-A-withhold-0002	4	3	9	1000	1000	3
admit-V2-A-withhold-0003	4	4	9	1000	1000	4
admit-V2-A-withhold-0004	4	4	9	1000	1000	4
admit-V2-A-withhold-0005	4	4	9	1000	1000	4
admit-V2-A-withhold-0006	4	4	9	1000	1000	4
admit-V2-A-withhold-0007	4	4	9	1000	1000	4
admit-V2-D-clean-0000	4	1	9	1000	931	1
admit-V2-D-clean-0001	4	2	9	1000	1000	2
admit-V2-D-clean-0002	4	3	9	1000	1000	3
admit-V2-D-clean-0003	4	4	9	1000	1000	4
admit-V2-D-clean-0004	4	4	9	1000	1000	4
admit-V2-D-clean-0006	4	4	9	1000	1000	4
admit-V2-D-clean-0012	4	4	9	1000	1000	4
admit-V2-D-clean-0013	4	4	9	1000	1000	4
admit-V2-D-clean-0016	4	4	9	1000	1000	4
admit-V2-D-clean-0057	4	4	9	1000	1000	4
admit-V2-D-clean-0059	4	4	9	1000	1000	4
admit-V2-D-clean-0060	4	4	9	1000	1000	4
admit-V2-D-clean-0061	4	4	9	1000	1000	4
admit-V2-D-clean-0066	4	4	9	1000	1000	4
admit-V2-D-clean-0067	4	4	9	1000	1000	4
admit-V2-D-clean-0074	4	4	9	1000	1000	4
admit-V2-D-clean-0082	4	4	9	1000	1000	4
admit-V2-D-clean-0193	4	2	9	1000	948	2
admit-V2-D-clean-0194	4	3	9	1000	1000	3
admit-V2-D-clean-0245	4	4	9	1000	1000	4
admit-V2-D-decoy-0000	4	2	9	1000	710	2
admit-V2-D-decoy-0001	4	2	9	1000	1000	2
admit-V2-D-decoy-0002	4	3	9	1000	1000	3
admit-V2-D-decoy-0003	4	4	9	1000	1000	4
admit-V2-D-decoy-0004	4	4	9	1000	1000	4
admit-V2-D-decoy-0005	4	4	9	1000	1000	4
admit-V2-D-decoy-0006	4	4	9	1000	1000	4
admit-V2-D-decoy-0007	4	4	9	1000	1000	4
admit-V2-D-decoy-0008	4	4	9	1000	1000	4
admit-V2-D-decoy-0009	4	4	9	1000	1000	4
admit-V2-D-decoy-0010	4	4	9	1000	1000	4
admit-V2-D-decoy-0011	4	4	9	1000	1000	4
admit-V2-D-decoy-0012	4	4	9	1000	1000	4
admit-V2-D-decoy-0013	4	4	9	1000	1000	4
admit-V2-D-decoy-0014	4	4	9	1000	1000	4
admit-V2-D-decoy-0015	4	4	9	1000	1000	4
admit-V2-D-decoy-0016	4	4	9	1000	1000	4
admit-V2-D-decoy-0017	4	4	9	1000	1000	4
admit-V2-D-decoy-0018	4	4	9	1000	1000	4
admit-V2-D-decoy-0019	4	1	9	1000	931	1
admit-V2-D-decoy-0020	4	2	9	1000	1000	2
admit-V2-D-decoy-0021	4	3	9	1000	1000	3
admit-V2-D-decoy-0022	4	4	9	1000	1000	4
admit-V2-D-decoy-0023	4	4	9	1000	1000	4
admit-V2-D-decoy-0024	4	4	9	1000	1000	4
admit-V2-D-decoy-0025	4	4	9	1000	1000	4
admit-V2-D-decoy-0026	4	4	9	1000	1000	4
admit-V2-D-decoy-0027	4	4	9	1000	1000	4
admit-V2-D-decoy-0028	4	2	9	1000	764	2
admit-V2-D-decoy-0029	4	2	9	1000	1000	2
admit-V2-D-decoy-0030	4	3	9	1000	1000	3
admit-V2-D-decoy-0031	4	4	9	1000	1000	4
admit-V2-D-decoy-0032	4	4	9	1000	1000	4
admit-V2-D-decoy-0033	4	4	9	1000	1000	4
admit-V2-D-decoy-0034	4	4	9	1000	1000	4
admit-V2-D-decoy-0035	4	4	9	1000	1000	4
admit-V2-D-decoy-0036	4	4	9	1000	1000	4
admit-V2-D-decoy-0037	4	4	9	1000	1000	4
admit-V2-D-decoy-0038	4	4	9	1000	1000	4
admit-V2-D-decoy-0039	4	4	9	1000	1000	4
admit-V2-D-decoy-0040	4	4	9	1000	1000	4
admit-V2-D-decoy-0041	4	4	9	1000	1000	4
admit-V2-D-decoy-0042	4	4	9	1000	1000	4
admit-V2-D-decoy-0043	4	4	9	1000	1000	4
admit-V2-D-decoy-0044	4	4	9	1000	1000	4
admit-V2-D-decoy-0045	4	4	9	1000	1000	4
admit-V2-D-decoy-0046	4	4	9	1000	1000	4
admit-V2-D-decoy-0047	4	4	9	1000	1000	4
admit-V2-D-decoy-0048	4	4	9	1000	1000	4
admit-V2-D-decoy-0049	4	4	9	1000	1000	4
admit-V2-D-decoy-0050	4	4	9	1000	1000	4
admit-V2-D-decoy-0051	4	4	9	1000	1000	4
admit-V2-D-install-0000	4	2	9	1000	710	2
admit-V2-D-install-0001	4	2	9	1000	1000	2
admit-V2-D-install-0002	4	3	9	1000	1000	3
admit-V2-D-install-0003	4	4	9	1000	1000	4
admit-V2-D-install-0004	4	4	9	1000	1000	4
admit-V2-D-install-0005	4	4	9	1000	1000	4
admit-V2-D-install-0006	4	4	9	1000	1000	4
admit-V2-D-install-0007	4	4	9	1000	1000	4
admit-V2-D-install-0008	4	4	9	1000	1000	4
admit-V2-D-install-0009	4	4	9	1000	1000	4
admit-V2-D-install-0010	4	4	9	1000	1000	4
admit-V2-D-install-0011	4	4	9	1000	1000	4
admit-V2-D-install-0012	4	4	9	1000	1000	4
admit-V2-D-install-0013	4	4	9	1000	1000	4
admit-V2-D-install-0014	4	4	9	1000	1000	4
admit-V2-D-install-0015	4	4	9	1000	1000	4
admit-V2-D-install-0016	4	1	9	1000	931	1
admit-V2-D-install-0017	4	2	9	1000	1000	2
admit-V2-D-install-0018	4	3	9	1000	1000	3
admit-V2-D-install-0019	4	4	9	1000	1000	4
admit-V2-D-install-0020	4	4	9	1000	1000	4
admit-V2-D-install-0021	4	4	9	1000	1000	4
admit-V2-D-install-0022	4	4	9	1000	1000	4
admit-V2-D-install-0023	4	4	9	1000	1000	4
