TRAP-A1-001	8	5	2	1000	1000	5
TRAP-A1-002	8	5	2	1000	1000	5
TRAP-A1-003	8	5	2	1000	1000	5
TRAP-A1-004	8	5	2	1000	1000	5
TRAP-A1-005	8	5	2	1000	1000	5
TRAP-A1-006	8	5	2	1000	1000	5
TRAP-A1-007	8	5	2	1000	1000	5
TRAP-A1-008	8	5	2	1000	1000	5
TRAP-A2-001	8	5	2	1000	1000	5
TRAP-A2-002	8	5	2	1000	1000	5
TRAP-A2-003	8	5	2	1000	1000	5
TRAP-A2-004	8	5	2	1000	1000	5
TRAP-A2-005	8	5	2	1000	1000	5
TRAP-A2-006	8	5	2	1000	1000	5
TRAP-A2-007	8	5	2	1000	1000	5
TRAP-A2-008	8	5	2	1000	1000	5
TRAP-A3-001	8	2	2	1000	500	2
TRAP-A3-002	8	2	2	1000	500	2
TRAP-A3-003	8	2	2	1000	500	2
TRAP-A3-004	8	2	2	1000	500	2
TRAP-A3-005	8	2	2	1000	500	2
TRAP-A3-006	8	2	2	1000	500	2
TRAP-A4-001	8	4	2	1000	1000	4
TRAP-A4-002	8	4	2	1000	1000	4
TRAP-A4-003	8	4	2	1000	1000	4
TRAP-A4-004	8	4	2	1000	1000	4
TRAP-A4-005	8	4	2	1000	1000	4
TRAP-A4-006	8	4	2	1000	1000	4
TRAP-A5-001	8	4	2	1000	1000	4
TRAP-A5-002	8	4	2	1000	1000	4
TRAP-A5-003	8	4	2	1000	1000	4
TRAP-A5-004	8	4	2	1000	1000	4
TRAP-A5-005	8	4	2	1000	1000	4
TRAP-A5-006	8	4	2	1000	1000	4
TRAP-A6-001	8	3	2	1000	1000	3
TRAP-A6-002	8	3	2	1000	1000	3
TRAP-A6-003	8	3	2	1000	1000	3
TRAP-A6-004	8	3	2	1000	1000	3
TRAP-A6-005	8	3	2	1000	1000	3
TRAP-A6-006	8	3	2	1000	1000	3
TRAP-B1-001	8	4	2	1000	1000	4
TRAP-B1-002	8	4	2	1000	1000	4
TRAP-B1-003	8	4	2	1000	1000	4
TRAP-B1-004	8	4	2	1000	1000	4
TRAP-B1-005	8	4	2	1000	1000	4
TRAP-B1-006	8	4	2	1000	1000	4
TRAP-B1-007	8	4	2	1000	1000	4
TRAP-B1-008	8	4	2	1000	1000	4
TRAP-B2-001	8	4	2	1000	1000	4
TRAP-B2-002	8	4	2	1000	1000	4
TRAP-B2-003	8	4	2	1000	1000	4
TRAP-B2-004	8	4	2	1000	1000	4
TRAP-B2-005	8	4	2	1000	1000	4
TRAP-B2-006	8	4	2	1000	1000	4
TRAP-B2-007	8	4	2	1000	1000	4
TRAP-B2-008	8	4	2	1000	1000	4
TRAP-B3-001	8	4	2	1000	800	4
TRAP-B3-002	8	4	2	1000	800	4
TRAP-B3-003	8	4	2	1000	800	4
TRAP-B3-004	8	4	2	1000	800	4
TRAP-B3-005	8	4	2	1000	800	4
TRAP-B3-006	8	4	2	1000	800	4
TRAP-B4-001	8	3	2	1000	1000	3
TRAP-B4-002	8	3	2	1000	1000	3
TRAP-B4-003	8	3	2	1000	1000	3
TRAP-B4-004	8	3	2	1000	1000	3
TRAP-B4-005	8	3	2	1000	1000	3
TRAP-B4-006	8	3	2	1000	1000	3
TRAP-B5-001	8	2	2	1000	500	2
TRAP-B5-002	8	2	2	1000	500	2
TRAP-B5-003	8	2	2	1000	500	2
TRAP-B5-004	8	2	2	1000	500	2
TRAP-B5-005	8	2	2	1000	500	2
TRAP-B5-006	8	2	2	1000	500	2
TRAP-B6-001	8	3	2	1000	1000	3
TRAP-B6-002	8	3	2	1000	1000	3
TRAP-B6-003	8	3	2	1000	1000	3
TRAP-B6-004	8	3	2	1000	1000	3
TRAP-B6-005	8	3	2	1000	1000	3
TRAP-B6-006	8	3	2	1000	1000	3
TRAP-C1-001	8	4	2	1000	800	4
TRAP-C1-002	8	4	2	1000	800	4
TRAP-C1-003	8	4	2	1000	800	4
TRAP-C1-004	8	4	2	1000	800	4
TRAP-C1-005	8	4	2	1000	800	4
TRAP-C1-006	8	4	2	1000	800	4
TRAP-C2-001	8	4	2	1000	800	4
TRAP-C2-002	8	4	2	1000	800	4
TRAP-C2-003	8	4	2	1000	800	4
TRAP-C2-004	8	4	2	1000	800	4
TRAP-C2-005	8	4	2	1000	800	4
TRAP-C2-006	8	4	2	1000	800	4
TRAP-CV-001	8	4	2	1000	800	4
TRAP-CV-002	8	4	2	1000	800	4
TRAP-CV-003	8	4	2	1000	800	4
TRAP-CV-004	8	4	2	1000	800	4
TRAP-CH-001	8	4	2	1000	800	4
TRAP-CH-002	8	4	2	1000	800	4
TRAP-CH-003	8	4	2	1000	800	4
TRAP-C7-001	8	4	2	1000	800	4
TRAP-C7-002	8	4	2	1000	800	4
TRAP-C7-003	8	4	2	1000	800	4
TRAP-C7-004	8	4	2	1000	800	4
TRAP-C7-005	8	4	2	1000	800	4
TRAP-C5a	8	2	2	1000	500	2
TRAP-C5b	8	2	2	1000	500	2
TRAP-C5c	8	2	2	1000	500	2
TRAP-C5d	8	2	2	1000	500	2
TRAP-C5e	8	2	2	1000	500	2
TRAP-C5f	8	2	2	1000	500	2
TRAP-C3-001	8	2	2	1000	500	2
TRAP-C3-002	8	2	2	1000	500	2
TRAP-C3-003	8	2	2	1000	500	2
TRAP-C3-004	8	2	2	1000	500	2
TRAP-C3-005	8	2	2	1000	500	2
TRAP-C3-006	8	2	2	1000	500	2
TRAP-C4-001	8	5	2	1000	700	5
TRAP-C4-002	8	5	2	1000	700	5
TRAP-C4-003	8	5	2	1000	700	5
TRAP-C4-004	8	5	2	1000	700	5
TRAP-C4-005	8	5	2	1000	700	5
TRAP-C4-006	8	5	2	1000	700	5
TRAP-C6-001	8	8	6	1000	400	8
TRAP-C6-002	8	8	6	1000	400	8
TRAP-C6-003	8	8	6	1000	400	8
TRAP-C6-004	8	8	6	1000	400	8
TRAP-C6-005	8	8	6	1000	400	8
