path	kind	tier	owner	size	status	verdict
info-source/PREREG.md	md	P0	senses	6768	done	PASS
info-source/VERDICT.md	md	P0	senses	7896	done	PASS
info-source/src/R33_NATIVE_IO_V1.zag	zag	P0	senses	6533	done	review-note
info-source/src/R33_NATIVE_SHA256_V2.zag	zag	P0	senses	4787	done	review-note
info-source/src/is_cases.zag	zag	P0	senses	89596	done	PASS
info-source/src/is_trial.zag	zag	P0	senses	4906	done	PASS
info-source/src/ws2_sense.zag	zag	P0	senses	19428	done	PASS
mixed-web/PREREG.md	md	P0	senses	11437	done	PASS
mixed-web/VERDICT.md	md	P0	senses	7173	done	PASS
mixed-web/src/R33_NATIVE_IO_V1.zag	zag	P0	senses	6533	done	review-note
mixed-web/src/R33_NATIVE_SHA256_V2.zag	zag	P0	senses	4787	done	review-note
mixed-web/src/mw_cases.zag	zag	P0	senses	64641	done	review-note
mixed-web/src/mw_sense.zag	zag	P0	senses	15305	done	PASS
mixed-web/src/mw_trial.zag	zag	P0	senses	1132	done	review-note
mixed-web/src/ws2_sense.zag	zag	P0	senses	19428	done	PASS
redteam/certifier-rebuild/PREREG.md	md	P0	senses	4404	done	PASS
redteam/certifier-rebuild/VERDICT.md	md	P0	senses	6021	done	PASS
redteam/certifier-rebuild/rngscan_v3_rb.zag	zag	P0	senses	79840	done	PASS
redteam/certifier-rebuild/thincert_rb.zag	zag	P0	senses	37993	done	PASS
redteam/certifier-rebuild/tprobe.zag	zag	P0	senses	2429	done	review-note
redteam/independent-battery/PREREG.md	md	P0	senses	6667	done	PASS
redteam/independent-battery/R33_NATIVE_IO_V1.zag	zag	P0	senses	6533	done	review-note
redteam/independent-battery/R33_NATIVE_SHA256_V2.zag	zag	P0	senses	4787	done	review-note
redteam/independent-battery/VERDICT.md	md	P0	senses	5473	done	PASS
redteam/independent-battery/indep.zag	zag	P0	senses	23379	done	review-note
redteam/independent-battery/v2/VERDICT_V2.md	md	P0	senses	5221	done	review-note
redteam/methodology/paraphrase_attack/PREREG.md	md	P0	senses	3205	done	PASS
redteam/methodology/paraphrase_attack/VERDICT.md	md	P0	senses	3474	done	PASS
redteam/self-critique/PREREG.md	md	P0	senses	3333	done	PASS
