path	kind	tier	owner	size	status	verdict
imagination/HIFI-PREREG.md	md	P0	imagination	6755	done	PASS — H1–H5 re-ran natively ALL PASS; B1/B2 addendum honest; Phase-3 no-LUT question correctly deferred
imagination/MOOD-PREREG.md	md	P0	imagination	2619	done	REVIEW — design sound (kill bars 3/3-2/3-≤1/3); execution pending Micah; stale-packet dependency flagged, no duplication of fidelity track
imagination/NATIVE_EMIT_PREREG.md	md	P0	imagination	9632	done	PASS-WITH-NOTES — interpretation policies honest (§6/§8); 65/65 scenes_inc byte-identity confirmed natively; check #9 (dump vs logs) not re-verified — no emit binary committed (would need fresh znc build)
imagination/PREREG-amendment-2026-09-22-fields.md	md	P0	imagination	4780	done	PASS-WITH-NOTES — solid three-way design; verdict rule sharpens interim: H2-SUPPORTED already excluded (M1f density fails); max H2-PARTIAL pending v2-M2 + M3f
imagination/PREREG-amendment-2026-09-22-generative.md	md	P0	imagination	2751	done	FLAG — keeps literal 256-entry sine LUT via reinterpretation of "no hardcoding sines"; honest caveat recorded ("do not claim fully-generative-audio success until head-to-head"); ffmpeg-MP4 plan superseded by native AVI (documented in ABOUT.md); Phase-3 test proposed in verdict sheet
imagination/PREREG-amendment-2026-09-22-pitch.md	md	P0	imagination	1907	done	PASS — wording-only, verifier-confirmed, no behavior change
imagination/PREREG-amendment-2026-09-22-upgrade.md	md	P0	imagination	3729	done	FLAG — frozen verdict NEVER rendered; verifier inoperable as shipped; native rerun of its own M1/M2 code: M1 1.54x/1.26x FAIL (bar ≥2x both), M2 17/24 FAIL (bar ≥18) → per frozen rule H0 SURVIVES, H1 NOT SUPPORTED; M4 passes
imagination/PREREG-amendment-2026-09-22-video.md	md	P0	imagination	2797	done	PASS — Q1V 12/12 per mode re-verified natively; 5-rep determinism claimed
imagination/PREREG.md	md	P0	imagination	11453	done	PASS — solid frozen battery; pitch correction applied in place with dated note; Q3 pairs 5 STRONG/3 MODERATE sourced
imagination/VERDICT.md	md	P0	imagination	3402	done	PASS-WITH-NOTES — all numbers re-verified natively; Q3 MARGINAL (6/8) confirmed; note machine 6/8 is only +1 over always-old baseline 5/8 — design-sense claim thin but within frozen bar
imagination/src/emit.zag	zag	P0	imagination	60936	done	PASS — Taylor-series sine (no LUT), correct 12-TET bin table (bins used all covered; gaps 18/21/23/25 never emitted), direct sample writes (no rectification bug); e_bin_freq constants verified vs 110·2^(b/12)
imagination/src/field.zag	zag	P0	imagination	73191	done	PASS-WITH-NOTES — mechanism as amended; legacy path B1 (unsigned mix reads → rectification) + B2 (mistuned semitone 1.06529 vs 2^(1/12)) confirmed in code; hi-fi path fixes confirmed; v2-emitter j2_emit_wav also carries B1
imagination/src/imagine.zag	zag	P0	imagination	125202	done	PASS-WITH-NOTES — M4 behavioral regression passes (v1 outputs byte-identical); FILE-level SHA256SUMS guard broken (recorded 7ea9b80b… ≠ current 949addd6…, re-record needed); v2 WAV emitter has B1 rectification (unsigned j2_get32)
imagination/src/scenes_inc.zag	zag	P0	imagination	45493	done	PASS — 65/65 function bodies byte-identical to imagine.zag (brace-matched native check); extraction script not committed but claim verified
imagination/src/sin_lut.zag	zag	P0	imagination	9552	done	FLAG — literal 256-entry sine LUT in both tracks' audio paths = mandate-compliance issue vs "no hardcoding sines" (attack SUSTAINED, separate from fidelity); values correct (0/32767/0/−32767); v2 48-freq table correct 12-TET Hz
imagination/AUDIT-Q0.md	md	P1	imagination	4902	done	PASS — thorough baseline audit with file/line evidence; signed-sentinel audit of ig_get32 unsigned reads; pitch wording gap flagged honestly
imagination/FIELD-RESULTS.md	md	P1	imagination	7326	done	PASS-WITH-NOTES — all numbers reproduced natively (M1f/M2f/GEN/M4/determinism); caveats filed: packet labels leak identity, audio briefs omit v1, stale distorted audio in packet, H2-SUPPORTED excluded by verdict rule
imagination/MOOD2-RESULTS.md	md	P1	imagination	4533	done	PASS — H1–H5 table; correct decision to redo (distorted packet audio) documented
imagination/Q1V-RESULTS.md	md	P1	imagination	4065	done	PASS — 12/12 per mode re-verified via verify_q1v.py on rep1
imagination/Q2-VERIFY.md	md	P1	imagination	9374	done	PASS — GEN-1 12/12, GEN-2 12/12, GEN-3 24/24 all re-ran natively PASS
imagination/Q3-SOURCES.md	md	P1	imagination	3738	done	PASS — 8/8 pairs documented with sources/tiers; encodings rebuilt under circularity guard (rules 1–4)
imagination/Q4-PACKET.md	md	P1	imagination	5858	done	FLAG — mode key in same-document footer (accidental-unblinding risk); mode inferable from description vocabulary by design (systematic unblinding); prose mislabels handle 2003 "neutral-gray-blue" (table: LIGHT_GRAY) and 1027 "warm-amber" (table: YELLOW-MID)
imagination/RUN-LOG.md	md	P1	imagination	7854	done	PASS-WITH-NOTES — honest log; gaps: v2 M1/M2 never recorded, crosscheck dump composition underdocumented (reconstructed: f3dump all + f3novel + f3video)
imagination/TASTE-PROBE.md	md	P1	imagination	8529	done	PASS-WITH-NOTES — degenerate single-element scoring PROVEN (vacuous harmony 400 + trivial balance 300 + max simplicity 300 = 1000 by construction); "no simplicity preference" rests on: decisive-term distribution (SIMPLICITY decisive 1/12) — valid; novel-probe 2/4 — SELECTION-BIASED (hand-picked complex-preference pairs, n=4), do not cite as chance evidence; criterion decomposition redescribes programmed taste, does not discover it
imagination/build_q4_packet.py	py	P1	imagination	6568	done	PASS — fixed-seed (20260922) deterministic shuffle; prereg-compliant (shuffle is presentation order, not a decision path)
imagination/crosscheck_raster.py	py	P1	imagination	6848	done	PASS-WITH-NOTES — CROSSCHECK PASS reproduced natively clean-room (14/14 BMP + 48/48 AVI frames byte-identical); claim "independent implementations" OVERSTATED → "independent rasterizer / cross-language renderer consistency check" (consumes binary's own dumps as oracle; no semantic independence)
imagination/gallery_src/RENDER-NOTES.md	md	P1	imagination	6011	done	PASS — exemplary interpretation-layer documentation; records prose/table mismatch; Q1 pre-mutation rendering choice documented
imagination/gallery_src/build_blind_packet.py	py	P1	imagination	7210	done	FLAG — per-item provenance labels leak track identity (shuffled but not track-blind); blind_key.txt in same dir; inconsistent cells: briefs 1–2 five items, briefs 3–4 audio v2+field only (no v1), briefs 5–6 v1+field only (no v2) — not factorially interpretable
imagination/gallery_src/render_gallery.py	py	P1	imagination	13209	done	PASS — deterministic, no RNG; gallery choices documented in RENDER-NOTES
imagination/gallery_src/render_gallery_fields.py	py	P1	imagination	3816	done	PASS — deterministic gallery layer (bilinear/spectrogram/hillshade); reads F3G dumps only
imagination/gallery_src/render_gallery_v2.py	py	P1	imagination	10595	done	PASS — deterministic; v1/v2 Python-rendered PNGs honestly flagged as pending native re-render
imagination/verify_fields.py	py	P1	imagination	19636	done	PASS — re-ran natively: M1f/M2f/GEN-1f/2f/3f/native-artifacts/determinism/M4 all PASS, numbers reproduced exactly
imagination/verify_hifi.py	py	P1	imagination	3847	done	PASS — re-ran natively on shipped hi-fi WAVs: ALL PASS (H2 headers, H3 no-clip, H4 12-TET, H5 bipolar, H5b no-DC)
imagination/verify_imag.py	py	P1	imagination	19366	done	PASS — re-ran natively: Q1 72/72 (36/36 per mode), Q3 machine 6/8 MARGINAL / human 4/8, AGREE-2 NO-DIFFERENTIATION (|6−4|=2)
imagination/verify_q1_textonly.py	py	P1	imagination	3004	done	PASS — re-ran natively: lookup baseline <12/36 per mode (memorization guard holds)
imagination/verify_q1v.py	py	P1	imagination	7268	done	PASS — re-ran natively on logs/q1vm_rep1.txt: 12/12 per mode (bar 9/12)
imagination/verify_q2_gen.py	py	P1	imagination	13413	done	PASS — re-ran natively: GEN-1/GEN-2 bars met (12/12 mode fidelity shown)
imagination/verify_q2_gen3.py	py	P1	imagination	5156	done	PASS — re-ran natively: GEN-3 24/24 (bar ≥20/24)
imagination/verify_v2.py	py	P1	imagination	13854	done	FLAG — INOPERABLE as shipped: (a) parse_D seeks "D" lines, logs use "E" → ZeroDivisionError on every m1 run; (b) default BIN path imagination/imagine_bin_v2 does not exist (real: src/imagine_bin_v2); (c) gen() hardcodes A1m=4 notes, dump has 3 pitched + 1 room → IndexError; (d) M2 scores machine novels only; (e) N5 "reverb on" check hardcoded True. Native rerun of its own m1/m2 (paths fixed only): M1 1.54x/1.26x FAIL, M2 17/24 FAIL
