canonical_before	0	0	preservation
protected_before	0	0	preservation
compiler_before	0	0	compiler_pin
project_rows	0	0	native_import_projection
build_rows	0	0	native_build
project_structure	0	0	native_import_projection
build_structure	0	0	native_build
project_primitives	0	0	native_import_projection
build_primitives	0	0	native_build
project_r26	0	0	native_import_projection
build_r26	0	0	native_build
project_r27	0	0	native_import_projection
build_r27	0	0	native_build
project_reviewed	0	0	native_import_projection
build_reviewed	0	0	native_build
project_memo	0	0	native_import_projection
build_memo	0	0	native_build
project_policy	0	0	native_import_projection
build_policy	0	0	native_build
rows	0	0	static_source_rows
structure	0	0	head_width_and_static_negatives
primitives	0	0	sha_known_answers_canary
r26_selftest	0	0	digest_components
r26_digest	0	0	direct_native_digest
r27_digest	0	0	direct_native_digest
r26_match	0	0	witness_comparison
r27_match	0	0	witness_comparison
reviewed	0	0	independently_reviewed_inert_equivalents
memo	0	0	negative_memo_identity
policy	0	0	direct_native_policy
policy_missing	71	66	source_refusal
project_candidates	0	0	native_import_projection
build_candidates	0	0	native_build
candidates	0	0	native_candidate_identity
project_constant_probe	0	0	native_import_projection
build_constant_probe	0	0	native_build
project_bounded_allocator_tests	0	0	native_import_projection
build_bounded_allocator_tests	0	0	native_build
project_independent_admission_tests	0	0	native_import_projection
build_independent_admission_tests	0	0	native_build
project_forbidden_selector_tests	0	0	native_import_projection
build_forbidden_selector_tests	0	0	native_build
project_r25_full_digest_exact_parent_v1_runner	0	0	native_import_projection
build_r25_full_digest_exact_parent_v1_runner	0	0	native_build
project_repaired_exact_source_gate	0	0	native_import_projection
build_repaired_exact_source_gate	0	0	native_build
constant_probe	0	0	isolated_compatibility_mechanics
bounded_allocator_tests	0	0	isolated_compatibility_mechanics
independent_admission_tests	0	0	isolated_compatibility_mechanics
forbidden_selector_tests	0	0	isolated_compatibility_mechanics
r25_usage	64	64	fail_closed_no_bundle
r25_missing	66	66	fail_closed_missing_bundle
source_gate_missing	66	66	fail_closed_missing_whole_source
supplement_canonical	0	0	preservation
supplement_protected	0	0	preservation
project_policy_final	0	0	native_import_projection
build_policy_final	0	0	native_build
policy_final	0	0	native_policy_and_negatives
policy_missing_final	66	66	native_missing_refusal
corrupt_policy_setup_final	0	0	fixture_setup
policy_corrupt_final	71	71	native_hash_refusal
project_classifier	0	0	native_import_projection
build_classifier	0	0	native_build
classifier	70	0	native_80_row_classification
classifier_final	0	0	native_row_classification
candidates_expanded_final	0	0	native_member_identity
receipt_canonical	0	0	preservation
receipt_protected	0	0	preservation
receipt_compiler	0	0	preservation
receipt_compiler_compare	0	0	preservation
project_record_final	0	0	native_projection
build_record_final	1	0	native_build
project_pinmatch	0	0	native_projection
build_pinmatch	0	0	native_build
pinmatch	0	0	native_input_admission
project_record_corrected	0	0	native_projection
build_record_corrected	0	0	native_build
deep_candidate_hashes	1	0	native_exact_input_hashes
complete_pinmatch	0	0	native_complete_input_pin_comparison
log_hash_inventory	0	0	native_operational_log_hash_inventory
serialize_evidence	0	0	native_evidence_serialization
