canonical_before	0	0	preservation
protected_before	0	0	preservation
compiler_before	0	0	compiler_pin
project_rows	0	0	native_import_projection
build_rows	0	0	native_build
project_structure	0	0	native_import_projection
build_structure	0	0	native_build
project_primitives	0	0	native_import_projection
build_primitives	0	0	native_build
project_r26	0	0	native_import_projection
build_r26	0	0	native_build
project_r27	0	0	native_import_projection
build_r27	0	0	native_build
project_reviewed	0	0	native_import_projection
build_reviewed	0	0	native_build
project_memo	0	0	native_import_projection
build_memo	0	0	native_build
project_policy	0	0	native_import_projection
build_policy	0	0	native_build
rows	0	0	static_source_rows
structure	0	0	head_width_and_static_negatives
primitives	0	0	sha_known_answers_canary
r26_selftest	0	0	digest_components
r26_digest	0	0	direct_native_digest
r27_digest	0	0	direct_native_digest
r26_match	0	0	witness_comparison
r27_match	0	0	witness_comparison
reviewed	0	0	independently_reviewed_inert_equivalents
memo	0	0	negative_memo_identity
policy	0	0	direct_native_policy
policy_missing	71	66	source_refusal
