0|1|3
1|8|7
2|8|7
3|8|7
4|8|7
5|4|8
6|8|7
7|8|7
8|8|7
9|8|7
10|4|8
11|8|7
12|8|7
13|8|7
14|8|7
15|4|8
16|8|7
17|8|7
18|8|7
19|8|7
20|4|8
21|8|7
22|8|7
23|8|7
24|8|7
25|4|8
26|8|7
27|8|7
28|8|7
29|8|7
30|4|8
31|8|7
32|8|7
33|8|7
34|8|7
35|4|8
36|8|7
37|8|7
38|8|7
39|8|7
40|4|8
41|8|7
42|8|7
43|8|7
44|8|7
45|4|8
46|8|7
47|8|7
48|8|7
49|8|7
50|4|8
51|8|7
52|8|7
53|8|7
54|8|7
55|4|8
56|8|7
57|8|7
58|8|7
59|8|7
60|4|8
61|8|7
62|8|7
63|8|7
64|8|7
65|4|8
66|8|7
67|8|7
68|8|7
69|8|7
70|4|8
71|8|7
72|8|7
73|8|7
74|8|7
75|8|7
76|2|2
77|8|7
78|2|2
79|8|7
80|2|2
81|8|7
82|2|2
83|8|7
84|2|2
85|8|7
86|2|2
87|8|7
88|2|2
89|8|7
90|2|2
91|8|7
92|2|2
93|8|7
94|2|2
95|8|7
96|2|2
97|8|7
98|2|2
99|8|7
100|2|2
101|8|7
102|2|2
103|8|7
104|2|2
105|8|7
106|2|2
107|8|7
108|2|2
109|8|7
110|2|2
111|8|7
112|2|2
113|8|7
114|2|2
115|8|7
116|2|2
117|8|7
118|2|2
119|8|7
120|2|2
121|8|7
122|2|2
123|8|7
124|2|2
125|8|7
126|8|7
127|8|7
128|8|7
129|8|7
130|8|7
131|8|7
132|8|7
133|8|7
134|8|7
135|8|7
136|8|7
137|8|7
138|8|7
139|8|7
140|8|7
141|8|7
142|8|7
143|8|7
144|8|7
145|8|7
146|8|7
147|8|7
148|8|7
149|8|7
150|8|7
151|8|7
152|8|7
153|8|7
154|8|7
155|8|7
156|8|7
157|8|7
158|8|7
159|8|7
160|8|7
161|8|7
162|8|7
163|8|7
164|8|7
165|8|0
166|8|0
167|8|0
168|8|0
169|8|0
170|8|0
171|8|0
172|8|0
173|8|0
174|8|0
175|8|7
176|2|2
177|8|7
178|2|2
179|8|7
180|2|2
181|8|7
182|2|2
183|8|7
184|2|2
185|8|7
186|2|2
187|8|7
188|2|2
189|8|7
190|2|2
191|8|7
192|2|2
193|8|7
194|2|2
195|8|7
196|2|2
197|8|7
198|2|2
199|8|7
200|2|2
201|8|7
202|2|2
203|8|7
204|2|2
205|8|7
206|2|2
207|8|7
208|2|2
209|8|7
210|2|2
211|8|7
212|2|2
213|8|7
214|2|2
215|8|7
216|2|2
217|2|2
218|2|2
219|2|2
220|8|7
221|2|2
222|2|2
223|2|2
224|2|2
225|8|7
226|2|2
227|2|2
228|2|2
229|2|2
230|8|7
231|2|2
232|2|2
233|2|2
234|2|2
235|8|7
236|2|2
237|2|2
238|2|2
239|2|2
240|8|7
241|2|2
242|2|2
243|2|2
244|2|2
245|8|7
246|2|2
247|2|2
248|2|2
249|2|2
250|8|7
251|2|2
252|2|2
253|2|2
254|2|2
255|8|7
256|2|2
257|2|2
258|2|2
259|2|2
260|8|7
261|2|2
262|2|2
263|2|2
264|2|2
265|5|5
266|6|6
267|8|7
268|5|5
269|6|6
270|8|7
271|5|5
272|6|6
273|8|7
274|5|5
275|6|6
276|8|7
277|5|5
278|6|6
279|8|7
280|5|5
281|6|6
282|8|7
283|5|5
284|6|6
285|8|7
286|5|5
287|6|6
288|8|7
289|5|5
290|6|6
291|8|7
292|5|5
293|6|6
294|8|7
295|5|5
296|6|6
297|8|7
298|5|5
299|6|6
300|8|7
301|5|5
302|6|6
303|8|7
304|5|5
305|6|6
306|8|7
307|5|5
308|6|6
309|8|7
310|8|7
311|2|2
312|8|7
313|8|7
314|2|2
315|8|7
316|8|7
317|2|2
318|8|7
319|8|7
320|2|2
321|8|7
322|8|7
323|2|2
324|8|7
325|8|7
326|2|2
327|8|7
328|8|7
329|2|2
330|8|7
331|8|7
332|2|2
333|8|7
334|8|7
335|2|2
336|8|7
337|8|7
338|2|2
339|8|7
340|8|7
341|8|7
342|8|7
343|8|7
344|8|7
345|8|7
346|8|7
347|8|7
348|8|7
349|8|7
350|8|7
351|8|7
352|8|7
353|8|7
354|8|7
355|8|7
356|8|7
357|8|7
358|8|7
359|8|7
360|8|7
361|8|7
362|8|7
363|8|7
364|8|7
365|8|7
366|8|7
367|8|7
368|8|7
369|8|7
