0|746|442|1|1|0
1|823|700|1|1|0
2|708|364|0|0|0
3|816|669|1|1|0
4|732|411|1|1|0
5|791|569|1|1|0
6|709|367|1|1|0
7|818|676|0|0|0
8|800|602|1|1|0
9|816|666|1|1|0
10|792|572|1|1|0
11|844|814|1|1|0
12|731|408|1|1|0
13|839|782|1|1|0
14|776|521|1|1|0
15|766|492|1|1|0
16|707|363|1|1|0
17|798|595|1|1|0
18|759|473|1|1|0
19|820|684|1|1|0
20|704|357|1|1|0
21|752|457|0|0|0
22|752|456|1|1|0
23|713|373|1|1|0
24|842|805|1|1|0
25|741|430|1|1|0
26|730|407|1|1|0
27|838|781|1|1|0
28|773|513|1|1|0
29|702|354|1|1|0
30|753|459|1|1|0
31|817|672|1|1|0
32|838|781|1|1|0
33|811|645|0|0|0
34|810|642|1|1|0
35|812|652|1|1|0
36|771|506|1|1|0
37|780|533|0|0|0
38|760|477|1|1|0
39|816|666|1|1|0
40|777|524|1|1|0
41|816|666|1|1|0
42|716|380|1|1|0
43|784|545|1|1|0
44|789|563|1|1|0
45|839|783|1|1|0
46|752|457|1|1|0
47|833|750|1|1|0
48|843|811|1|1|0
49|702|355|1|1|0
50|811|645|1|1|0
51|708|365|1|1|0
52|755|463|1|1|0
53|702|354|1|1|0
54|805|621|1|1|0
55|721|388|1|1|0
56|716|380|1|1|0
57|740|427|1|1|0
58|810|642|0|1|0
59|792|573|1|1|0
60|832|746|1|1|0
61|711|370|1|1|0
62|824|707|1|1|0
63|728|403|1|1|0
64|814|6600|1|1|0
65|846|8265|1|1|0
66|911|15354|1|1|0
67|853|8757|1|1|0
68|908|14931|1|1|0
69|878|10837|1|1|0
70|927|19123|1|1|0
71|885|11633|1|1|0
72|887|11836|1|1|0
73|747|4449|1|1|0
74|836|7657|1|1|0
75|879|10962|1|1|0
76|877|10759|1|1|0
77|842|8041|1|1|0
78|845|8234|1|1|0
79|739|4267|1|1|0
80|857|9007|1|1|0
81|891|12370|1|1|0
82|836|7694|1|1|0
83|798|5949|1|1|0
84|837|7733|1|1|0
85|827|7212|1|1|0
86|889|12130|1|1|0
87|848|8371|1|1|0
88|871|10150|1|1|0
89|839|7825|1|1|0
90|841|7934|1|1|0
91|886|11674|1|1|0
92|842|8052|1|1|0
93|919|17201|1|1|0
94|868|9876|1|1|0
95|857|9019|1|1|0
96|777|5246|1|1|0
97|882|11272|1|1|0
98|804|6167|1|1|0
99|876|10684|1|1|0
100|879|10943|1|1|0
101|825|7087|1|1|0
102|869|9968|1|1|0
103|792|5723|1|1|0
104|899|13401|1|1|0
105|771|5053|1|1|0
106|802|6099|1|1|0
107|850|8526|1|1|0
108|906|14608|1|1|0
109|898|13245|1|1|0
110|888|11942|1|1|0
111|899|13355|1|1|0
112|877|10745|1|1|0
113|764|4874|1|1|0
114|700|3506|1|1|0
115|898|13241|1|1|0
116|723|3932|1|1|0
117|706|3605|1|1|0
118|838|7793|1|1|0
119|903|13985|1|1|0
120|858|9088|1|1|0
121|880|11054|1|1|0
122|850|8514|1|1|0
123|878|10798|1|1|0
124|828|7269|1|1|0
125|897|13129|1|1|0
126|720|3860|1|1|0
127|751|4530|1|1|0
128|849|8435|1|1|0
129|843|8110|1|1|0
130|896|13034|1|1|0
131|860|9288|1|1|0
132|866|9754|1|1|0
133|903|14072|1|1|0
134|856|8950|1|1|0
135|921|17679|1|1|0
136|743|4342|1|1|0
137|864|9586|1|1|0
138|933|21026|1|1|0
139|913|15824|1|1|0
140|876|10683|1|1|0
141|839|7863|1|1|0
142|876|10693|1|1|0
143|767|4942|1|1|0
144|869|9954|1|1|0
145|907|14691|1|1|0
146|897|13077|1|1|0
147|873|10394|1|1|0
148|795|5820|1|1|0
149|880|11021|1|1|0
150|772|5101|1|1|0
151|714|3755|1|1|0
152|729|4040|1|1|0
153|816|6682|1|1|0
154|725|3955|1|1|0
155|934|21392|1|1|0
156|854|8835|1|1|0
157|885|11652|1|1|0
158|912|15565|1|1|0
159|862|9386|1|1|0
160|740|4288|1|1|0
161|704|3574|1|1|0
162|869|9965|1|1|0
163|844|8168|1|1|0
164|905|14402|1|1|0
165|930|20157|1|1|0
166|795|5832|1|1|0
167|772|5085|1|1|0
168|853|8732|1|1|0
169|802|6078|1|1|0
170|863|9487|1|1|0
171|881|11136|1|1|0
