0|700|3600|1|1|0|1
1|701|3601|1|1|0|1
2|702|3602|1|1|0|1
3|703|3603|1|1|0|1
4|704|3604|1|1|0|1
5|705|3605|1|1|0|1
6|706|3606|1|1|0|1
7|707|3607|1|1|0|1
8|708|3608|1|1|0|1
9|709|3609|1|1|0|1
10|710|3610|1|1|0|1
11|711|3611|1|1|0|1
12|712|3612|1|1|0|1
13|713|3613|1|1|0|1
14|714|3614|1|1|0|1
15|715|3615|1|1|0|1
16|716|3616|1|1|0|1
17|717|3617|1|1|0|1
18|718|3618|1|1|0|1
19|719|3619|1|1|0|1
20|720|3620|1|1|0|1
21|721|3621|1|1|0|1
22|722|3622|1|1|0|1
23|723|3623|1|1|0|1
24|724|3624|1|1|0|1
25|725|3625|1|1|0|1
26|726|3626|1|1|0|1
27|727|3627|1|1|0|1
28|728|3628|1|1|0|1
29|729|3629|1|1|0|1
30|730|3630|1|1|0|1
31|731|3631|1|1|0|1
32|732|3632|1|1|0|1
33|733|3633|1|1|0|1
34|734|3634|1|1|0|1
35|735|3635|1|1|0|1
36|736|3636|1|1|0|1
37|737|3637|1|1|0|1
38|738|3638|1|1|0|1
39|739|3639|1|1|0|1
40|740|3640|1|1|0|1
41|741|3641|1|1|0|1
42|742|3642|1|1|0|1
43|743|3643|1|1|0|1
44|744|3644|1|1|0|1
45|745|3645|1|1|0|1
46|746|3646|1|1|0|1
47|747|3647|1|1|0|1
48|748|3648|1|1|0|1
49|749|3649|1|1|0|1
50|750|3650|1|1|0|1
51|700|3651|1|1|0|1
52|701|3652|1|1|0|1
53|702|3653|1|1|0|1
54|703|3654|1|1|0|1
55|704|3655|1|1|0|1
56|705|3656|1|1|0|1
57|706|3657|1|1|0|1
58|707|3658|1|1|0|1
59|708|3659|1|1|0|1
60|709|3660|1|1|0|1
61|710|3661|1|1|0|1
62|711|3662|1|1|0|1
63|712|3663|1|1|0|1
64|713|3664|1|1|0|1
65|714|3665|1|1|0|1
66|715|3666|1|1|0|1
67|716|3667|1|1|0|1
68|717|3668|1|1|0|1
69|718|3669|1|1|0|1
70|719|3670|1|1|0|1
71|720|3671|1|1|0|1
72|721|3672|1|1|0|1
