T1	The flood was before the drought.	Temporal case 1	The flood was after the drought.
T2	The flood was before the drought.	Temporal case 2	The flood was before the drought.
T3	The flood was before the drought.	Temporal case 3	The flood was bad and the drought was worse.
T4	The flood was in 1990, before the drought.	Temporal case 4	The drought was in 1995 and the flood was in 1990.
T5	The flood was in 1990, before the drought.	Temporal case 5	The drought was in 1985 and the flood was in 1990.
T6	She was here before noon.	Temporal case 6	She was here after noon.
T7	The meeting was before lunch.	Temporal case 7	The meeting was after lunch.
T8	The drought was after the flood.	Temporal case 8	The drought was before the flood.
T9	The flood was before the drought.	Temporal case 9	The drought was before the flood.
T10	The quake was before the flood, which was before the fire.	Temporal case 10	The quake was before the fire, which was before the flood.
T11	Dawn was before noon.	Temporal case 11	Dawn was early and noon was late.
T12	The flood was in 1990, before the drought.	Temporal case 12	The flood was in 2001, before the drought.
