A-01	WITHHOLD	R5
A-02	WITHHOLD	R5
A-03	WITHHOLD	R5
A-04	WITHHOLD	R5
A-05	WITHHOLD	R5
A-06	WITHHOLD	R5
A-07	WITHHOLD	R5
A-08	WITHHOLD	R5
A-09	WITHHOLD	R5
A-10	WITHHOLD	R5
A-11	WITHHOLD	R5
A-12	WITHHOLD	R5
A-13	WITHHOLD	R5
A-14	WITHHOLD	R5
A-15	WITHHOLD	R5
A-16	WITHHOLD	R5
A-17	WITHHOLD	R5
A-18	WITHHOLD	R5
A-19	WITHHOLD	R5
A-20	WITHHOLD	R5
A-21	WITHHOLD	R5
A-22	WITHHOLD	R5
A-23	WITHHOLD	R5
A-24	WITHHOLD	R5
A-25	WITHHOLD	R5
A-26	WITHHOLD	R5
A-27	WITHHOLD	JOKE
A-28	WITHHOLD	R5
A-29	WITHHOLD	R5
A-30	WITHHOLD	R5
A-31	WITHHOLD	JOKE
A-32	WITHHOLD	JOKE
