stable,import_const_flat,build,0
stable,import_const_flat,run,2
stable,import_const_qualified,build,0
stable,import_const_qualified,run,2
stable,import_const_values,build,1
stable,direct_function_values,build,1
stable,scoping_import_shadow,build,1
stable,scoping_capture_shadow,build,0
stable,scoping_capture_shadow,run,42
stable,scoping_block_shadow,build,0
stable,scoping_block_shadow,run,41
stable,aarch64_parameter_shadow,build,0
stable,aarch64_parameter_shadow,run,139
candidate,import_const_flat,build,0
candidate,import_const_flat,run,42
candidate,import_const_qualified,build,0
candidate,import_const_qualified,run,42
candidate,import_const_values,build,1
candidate,direct_function_values,build,0
candidate,direct_function_values,run,42
candidate,scoping_import_shadow,build,0
candidate,scoping_import_shadow,run,42
candidate,scoping_capture_shadow,build,0
candidate,scoping_capture_shadow,run,42
candidate,scoping_block_shadow,build,0
candidate,scoping_block_shadow,run,41
candidate,aarch64_parameter_shadow,build,0
candidate,aarch64_parameter_shadow,run,42
