B4A-01	0	0		0	5	24	4	0	1	0
B4A-02	0	0		0	5	40	0	0	0	0
B4A-03	0	0		0	5	28	0	0	0	0
B4A-04	0	0		0	5	24	0	0	0	0
B4A-05	0	0		0	5	24	0	0	0	0
B4A-06	0	0		0	5	36	0	0	0	0
B4A-07	0	0		0	5	32	0	0	0	0
B4A-08	0	0		0	5	16	0	8	0	1
B4A-09	0	0		0	5	24	0	0	0	0
B4A-10	0	0		0	5	24	0	0	0	0
B4A-11	0	0		0	2	20	0	0	0	0
B4A-12	0	0		0	5	12	0	0	0	0
B4A-13	0	0		0	3	20	0	0	0	0
B4A-14	0	0		0	5	24	0	0	0	0
B4A-15	0	0		0	5	40	0	0	0	0
B4A-16	0	0		0	5	40	0	0	0	0
B4A-17	0	0		0	5	32	0	0	0	0
B4A-18	0	0		0	5	24	0	0	0	0
B4A-19	0	0		0	5	20	0	0	0	0
B4A-20	0	0		0	5	24	0	0	0	0
B4A-21	0	0		0	5	8	0	16	0	1
B4A-22	0	0		0	5	40	0	0	0	0
B4A-23	0	0		0	5	20	0	0	0	0
B4A-24	0	0		0	5	24	0	0	0	0
B4A-25	0	0		0	5	24	0	0	0	0
B4A-26	0	0		0	5	48	0	0	0	0
B4A-27	0	0		0	5	24	0	0	0	0
B4A-28	0	0		0	5	8	0	16	0	1
B4A-29	0	0		0	5	12	0	0	0	0
B4A-30	0	0		0	5	24	0	0	0	0
B4A-31	0	0		0	5	0	0	20	0	3
B4A-32	0	0		0	5	0	0	32	0	2
B4B-01	0	1	R-COND-MP: rain implies wet; rain observed	0	5	32	0	0	0	0
B4B-02	0	1	R-CAU-AFFIRM: mechanism plus covariation	0	5	32	0	0	0	0
B4B-03	0	1	R-IDENT-AFFIRM: below detection limit	0	5	8	0	32	0	1
B4B-04	0	1	R-QTY-AFFIRM: 4.2 <= 5	0	5	24	0	0	0	0
B4B-05	0	1	R-COND-MP: fleshy stems plus spines implies cactus	0	5	16	16	0	1	0
B4B-06	0	1	R-CAU-AFFIRM: specific killing plus recovery timing	0	5	32	0	0	0	0
B4B-07	0	1	R-IDENT-AFFIRM: materials plus technique plus provenance	0	5	40	0	0	0	0
B4B-08	0	1	R-QTY-AFFIRM: observed range inside claimed range	0	5	16	0	0	0	0
B4B-09	0	1	R-COND-MP: duress implies void; duress found	0	5	0	32	0	2	0
B4B-10	0	1	R-CAU-AFFIRM: load test contrast plus survival	0	5	32	0	0	0	0
B4B-11	0	1	R-IDENT-AFFIRM: triple overwrite plus failed recovery	0	5	32	0	0	0	0
B4B-12	0	1	R-QTY-AFFIRM: 137 >= 100	0	5	16	0	0	0	0
B4B-13	0	1	R-COND-MP: expired plus sour implies spoiled	0	5	16	16	0	1	0
B4B-14	0	1	R-CAU-AFFIRM: field contrast plus no rain	0	5	24	0	0	0	0
B4B-15	0	1	R-IDENT-AFFIRM: three independent expert matches	0	5	16	0	0	0	0
B4B-16	0	1	R-QTY-AFFIRM: 4.6 >= 4	0	5	0	16	0	1	0
B4B-17	0	0		0	5	32	0	0	0	0
B4B-18	0	0		0	5	16	16	0	1	0
B4B-19	0	0		0	5	24	0	0	0	0
B4B-20	0	0		0	5	32	0	0	0	0
B4B-21	0	0		0	5	24	0	0	0	0
B4B-22	0	0		0	5	16	0	0	0	0
B4B-23	0	0		0	5	32	0	0	0	0
B4B-24	0	0		0	5	32	0	0	0	0
B4B-25	0	0		0	5	24	0	0	0	0
B4B-26	0	0		0	5	24	0	0	0	0
B4B-27	0	0		0	5	8	0	16	0	1
B4B-28	0	0		0	5	32	0	0	0	0
B4B-29	0	0		0	5	32	0	0	0	0
B4B-30	0	0		0	5	32	0	0	0	0
B4B-31	0	0		0	5	36	0	0	0	0
B4B-32	0	0		0	5	36	0	0	0	0
B4D-01	0	0		0	5	16	0	0	0	0
B4D-02	0	0		0	5	32	0	0	0	0
B4D-03	0	0		0	5	24	0	0	0	0
B4D-04	0	0		0	5	40	0	0	0	0
B4D-05	0	0		0	5	32	0	0	0	0
B4D-06	0	0		0	5	8	0	0	0	0
B4D-07	1	0		0	5	16	0	0	0	0
B4D-08	0	0		1	2	4	0	0	0	0
