# video_id	window_idx	start_frame	stride	fps	src_sha256
0_jNjpVxUt0	0	0	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	1	30	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	2	60	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	3	90	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	4	120	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	5	150	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	6	180	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	7	210	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	8	240	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	9	270	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	10	300	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	11	330	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	12	360	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	13	390	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	14	420	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	15	450	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	16	480	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	17	510	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	18	540	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	19	570	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	20	600	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	21	630	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	22	660	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	23	690	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	24	720	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	25	750	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
0_jNjpVxUt0	26	780	30	25.000	ed7512b11d8234a86aacaf24ecdea0bdeee21b5cf64bf21424cf1f96cbc1e328
kcfs1-ryKWE	0	0	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	1	30	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	2	60	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	3	90	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	4	120	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	5	150	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	6	180	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	7	210	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	8	240	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	9	270	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	10	300	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	11	330	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	12	360	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	13	390	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	14	420	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	15	450	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	16	480	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	17	510	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	18	540	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
kcfs1-ryKWE	19	570	30	30.000	01d22ee8f0634c86d7a4647cb0752dfcf7e7d2f633a27091f91308abdcf6b5b8
