KBDIET-00-0000	75	125	0	kb-diet-v1:bin00:i0000:rate0
KBDIET-00-0001	75	125	0	kb-diet-v1:bin00:i0001:rate0
KBDIET-00-0002	75	125	0	kb-diet-v1:bin00:i0002:rate0
KBDIET-00-0003	75	125	0	kb-diet-v1:bin00:i0003:rate0
KBDIET-00-0004	75	125	0	kb-diet-v1:bin00:i0004:rate0
KBDIET-00-0005	75	125	0	kb-diet-v1:bin00:i0005:rate0
KBDIET-00-0006	75	125	0	kb-diet-v1:bin00:i0006:rate0
KBDIET-00-0007	75	125	0	kb-diet-v1:bin00:i0007:rate0
KBDIET-00-0008	75	125	0	kb-diet-v1:bin00:i0008:rate0
KBDIET-00-0009	75	125	0	kb-diet-v1:bin00:i0009:rate0
KBDIET-00-0010	75	125	0	kb-diet-v1:bin00:i0010:rate0
KBDIET-00-0011	75	125	0	kb-diet-v1:bin00:i0011:rate0
KBDIET-00-0012	75	125	0	kb-diet-v1:bin00:i0012:rate0
KBDIET-00-0013	75	125	0	kb-diet-v1:bin00:i0013:rate0
KBDIET-00-0014	75	125	0	kb-diet-v1:bin00:i0014:rate0
KBDIET-00-0015	75	125	0	kb-diet-v1:bin00:i0015:rate0
KBDIET-00-0016	75	125	0	kb-diet-v1:bin00:i0016:rate0
KBDIET-00-0017	75	125	0	kb-diet-v1:bin00:i0017:rate0
KBDIET-00-0018	75	125	0	kb-diet-v1:bin00:i0018:rate0
KBDIET-00-0019	75	125	0	kb-diet-v1:bin00:i0019:rate0
KBDIET-00-0020	75	125	0	kb-diet-v1:bin00:i0020:rate0
KBDIET-00-0021	75	125	0	kb-diet-v1:bin00:i0021:rate0
KBDIET-00-0022	75	125	0	kb-diet-v1:bin00:i0022:rate0
KBDIET-00-0023	75	125	0	kb-diet-v1:bin00:i0023:rate0
KBDIET-00-0024	75	125	0	kb-diet-v1:bin00:i0024:rate0
KBDIET-00-0025	75	125	0	kb-diet-v1:bin00:i0025:rate0
KBDIET-00-0026	75	125	0	kb-diet-v1:bin00:i0026:rate0
KBDIET-00-0027	75	125	0	kb-diet-v1:bin00:i0027:rate0
KBDIET-00-0028	75	125	0	kb-diet-v1:bin00:i0028:rate0
KBDIET-00-0029	75	125	0	kb-diet-v1:bin00:i0029:rate0
KBDIET-00-0030	75	125	0	kb-diet-v1:bin00:i0030:rate0
KBDIET-00-0031	75	125	0	kb-diet-v1:bin00:i0031:rate0
KBDIET-00-0032	75	125	0	kb-diet-v1:bin00:i0032:rate0
KBDIET-00-0033	75	125	0	kb-diet-v1:bin00:i0033:rate0
KBDIET-00-0034	75	125	0	kb-diet-v1:bin00:i0034:rate0
KBDIET-00-0035	75	125	0	kb-diet-v1:bin00:i0035:rate0
KBDIET-00-0036	75	125	0	kb-diet-v1:bin00:i0036:rate0
KBDIET-00-0037	75	125	0	kb-diet-v1:bin00:i0037:rate0
KBDIET-00-0038	75	125	0	kb-diet-v1:bin00:i0038:rate0
KBDIET-00-0039	75	125	0	kb-diet-v1:bin00:i0039:rate0
KBDIET-00-0040	75	125	0	kb-diet-v1:bin00:i0040:rate0
KBDIET-00-0041	75	125	0	kb-diet-v1:bin00:i0041:rate0
KBDIET-00-0042	75	125	0	kb-diet-v1:bin00:i0042:rate0
KBDIET-00-0043	75	125	0	kb-diet-v1:bin00:i0043:rate0
KBDIET-00-0044	75	125	0	kb-diet-v1:bin00:i0044:rate0
KBDIET-00-0045	75	125	0	kb-diet-v1:bin00:i0045:rate0
