enwiki-20260901-pages-articles-multistream1.xml-p1p41242.bz2	299727245	d3b45c375e70edf4e155777a42603c774e31cfb5319f26e00ee3d542501fd6c4	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream1.xml-p1p41242.bz2	CC BY-SA 4.0	2026-09-23
enwiki-20260901-pages-articles-multistream14.xml-p11659683p13159682.bz2	485208428	9acb9d97330c093d71466600af77437d8e9c5cf06b50eb13665efd87c5bef188	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream14.xml-p11659683p13159682.bz2	CC BY-SA 4.0	2026-09-23
enwiki-20260901-pages-articles-multistream17.xml-p20570393p22070392.bz2	418446373	b7cd3468fd343e8a32a7bd64a96e9af0a43c9324aee12c7eed204fef00f6d7ce	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream17.xml-p20570393p22070392.bz2	CC BY-SA 4.0	2026-09-23
enwiki-20260901-pages-articles-multistream19.xml-p30121851p31308442.bz2	332810810	f879dc9f123d1d82bca7d21d9ac393e35d6acae1437523755aa66a96065082e5	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream19.xml-p30121851p31308442.bz2	CC BY-SA 4.0	2026-09-23
enwiki-20260901-pages-articles-multistream22.xml-p41496246p42996245.bz2	436760826	247963ee0d23b10bab414b5007dca9bc0a5a0b51881e7b543d03199e308cef4d	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream22.xml-p41496246p42996245.bz2	CC BY-SA 4.0	2026-09-23
enwiki-20260901-pages-articles-multistream24.xml-p52064554p53564553.bz2	395027962	35609dfe7998021031a1c98cc4c5574d0fccc7fe27d646b6f5ae36ac27ea874b	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream24.xml-p52064554p53564553.bz2	CC BY-SA 4.0	2026-09-23
enwiki-20260901-pages-articles-multistream26.xml-p62585851p63975909.bz2	406243343	da9e25325784a3fcc6359c0e989a389c56120679e39e546363035287db99f3c3	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream26.xml-p62585851p63975909.bz2	CC BY-SA 4.0	2026-09-23
enwiki-20260901-pages-articles-multistream27.xml-p74475910p75975909.bz2	423564637	3772e0535133604054d26fdd09f7359567c786a326e1b23589220fd968ed07d6	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream27.xml-p74475910p75975909.bz2	CC BY-SA 4.0	2026-09-23
enwiki-20260901-pages-articles-multistream9.xml-p2936261p4045402.bz2	627508040	28df67727760f07d753c70afb97031c0778b1fc5b112e50e08698ff1dac2cc43	https://dumps.wikimedia.org/enwiki/20260901/enwiki-20260901-pages-articles-multistream9.xml-p2936261p4045402.bz2	CC BY-SA 4.0	2026-09-23
pg1.txt	30835	8fc7483413518ecf182d982a2e61289894e7fa3ccb1fa3d1db4c1be55debb1f0	https://www.gutenberg.org/cache/epub/1/pg1.txt	Public domain	2026-09-23
