../R2-7/fixtures_R2A/r2n/r2n_shapetrans_0.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_10.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_100.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1000.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1001.r2fx	shapetrans	SQUARE	SQUARE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1002.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1003.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1004.r2fx	shapetrans	SQUARE	SQUARE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1005.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1006.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1007.r2fx	shapetrans	TRIANGLE	SQUARE	0
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1008.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1009.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_101.r2fx	shapetrans	SQUARE	SQUARE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1010.r2fx	shapetrans	TRIANGLE	SQUARE	0
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1011.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1012.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1013.r2fx	shapetrans	TRIANGLE	SQUARE	0
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1014.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1015.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1016.r2fx	shapetrans	CIRCLE	SQUARE	0
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1017.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1018.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1019.r2fx	shapetrans	TRIANGLE	SQUARE	0
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_102.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1020.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1021.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1022.r2fx	shapetrans	CIRCLE	SQUARE	0
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1023.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1024.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1025.r2fx	shapetrans	TRIANGLE	SQUARE	0
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1026.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1027.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1028.r2fx	shapetrans	SQUARE	SQUARE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1029.r2fx	shapetrans	CIRCLE	CIRCLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_103.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1030.r2fx	shapetrans	TRIANGLE	TRIANGLE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1031.r2fx	shapetrans	SQUARE	SQUARE	1
../R2-7/fixtures_R2A/r2n/r2n_shapetrans_1032.r2fx	shapetrans	CIRCLE	CIRCLE	1
