# train_dismin log — F25 DISMIN TRAIN-COORD (frozen spec, literal)
ncells_training_released=4222
A	init	obj=3880000000	v12=0	mccn=0	mccd=3880	v3bad=1
A	sw0	p0	try50	obj3502555000	dobj-377445000	v120	v2veto1	v3bad1	acc0
A	sw0	p0	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw0	p1	try50	obj3589871470	dobj-290128530	v12125	v2veto1	v3bad1	acc0
A	sw0	p1	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw0	p2	try50	obj3864405353	dobj-15594647	v12177	v2veto1	v3bad1	acc0
A	sw0	p2	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw0	p3	try50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw0	p3	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw0	p4	try50	obj3768168907	dobj-111831093	v12116	v2veto1	v3bad1	acc0
A	sw0	p4	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sweep0	accepted=0	best=3880000000
A	sw1	p0	try50	obj3502555000	dobj-377445000	v120	v2veto1	v3bad1	acc0
A	sw1	p0	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw1	p1	try50	obj3589871470	dobj-290128530	v12125	v2veto1	v3bad1	acc0
A	sw1	p1	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw1	p2	try50	obj3864405353	dobj-15594647	v12177	v2veto1	v3bad1	acc0
A	sw1	p2	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw1	p3	try50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw1	p3	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sw1	p4	try50	obj3768168907	dobj-111831093	v12116	v2veto1	v3bad1	acc0
A	sw1	p4	try-50	obj3880000000	dobj0	v120	v2veto1	v3bad1	acc0
A	sweep1	accepted=0	best=3880000000
A	sw2	p0	try50	obj3502555000	dobj-377445000	v120	v2veto1	v3bad1	acc0
