A-01	0	0		0	5	12	0	16	0	1
A-02	0	0		0	5	12	0	16	0	1
A-03	0	0		0	5	28	0	0	0	0
A-04	0	0		0	5	9	8	0	1	0
A-05	0	0		0	5	5	8	0	1	0
A-06	0	0		0	5	5	8	0	1	0
A-07	0	0		0	5	28	0	0	0	0
A-08	0	0		0	5	13	0	0	0	0
A-09	0	0		0	5	12	0	16	0	1
A-10	0	0		0	5	13	0	0	0	0
A-11	0	0		0	5	12	0	8	0	1
A-12	0	0		0	5	12	0	8	0	1
A-13	0	0		0	5	20	0	8	0	1
A-14	0	0		0	5	4	0	9	0	2
A-15	0	0		0	5	1	4	0	1	0
A-16	0	0		0	5	12	0	0	0	0
A-17	0	0		0	5	4	0	8	0	1
A-18	0	0		0	5	0	0	5	0	2
A-19	0	0		0	5	20	0	0	0	0
A-20	0	0		0	5	8	0	4	0	1
A-21	0	0		0	5	24	0	0	0	0
A-22	0	0		0	5	5	0	0	0	0
A-23	0	0		0	5	4	8	0	1	0
A-24	0	0		0	5	0	12	0	2	0
A-25	0	0		0	5	12	0	0	0	0
A-26	0	0		0	5	5	0	0	0	0
A-27	0	0		0	2	5	0	0	0	0
A-28	0	0		0	5	4	1	0	1	0
A-29	0	0		0	5	5	0	0	0	0
A-30	0	0		0	5	5	0	0	0	0
A-31	0	0		0	2	5	0	0	0	0
A-32	0	0		0	2	5	0	0	0	0
B-01	0	1	R-IDENT-AFFIRM	0	5	0	40	16	2	1
B-02	0	0		0	5	48	0	8	0	1
B-03	0	0		0	5	16	0	40	0	2
B-04	0	1	R-IDENT-AFFIRM	0	5	40	16	0	1	0
B-05	0	1	R-IDENT-AFFIRM	0	5	16	40	0	2	0
B-06	0	0		0	5	8	48	0	2	0
B-07	0	0		0	5	56	0	0	0	0
B-08	0	0		0	5	48	0	8	0	1
B-09	0	1	R-QTY-AFFIRM	0	5	20	0	0	0	0
B-10	0	1	R-QTY-AFFIRM	0	5	20	0	0	0	0
B-11	0	1	R-QTY-AFFIRM	0	5	56	0	0	0	0
B-12	0	1	R-QTY-AFFIRM	0	5	48	0	8	0	1
B-13	0	1	R-QTY-AFFIRM	0	5	56	0	0	0	0
B-14	0	1	R-IDENT-AFFIRM	0	5	56	0	0	0	0
B-15	0	1	R-IDENT-AFFIRM	0	5	32	24	0	2	0
B-16	0	1	R-IDENT-AFFIRM	0	5	40	16	0	1	0
B-17	0	1	R-IDENT-AFFIRM	0	5	48	0	0	0	0
B-18	0	1	R-IDENT-AFFIRM	0	5	56	0	0	0	0
B-19	0	1	R-IDENT-AFFIRM	0	5	40	16	0	1	0
B-20	0	1	R-IDENT-AFFIRM	0	5	40	8	0	1	0
B-21	0	1	R-COND-MP	0	5	0	13	0	3	0
B-22	0	1	R-COND-MP	0	5	4	9	0	2	0
B-23	0	1	R-COND-MP	0	5	13	0	0	0	0
B-24	0	1	R-COND-MP	0	5	12	8	0	1	0
B-25	0	1	R-QTY-AFFIRM	0	5	0	0	5	0	2
B-26	0	1	R-QTY-AFFIRM	0	5	4	8	0	1	0
B-27	0	1	R-QTY-AFFIRM	0	5	1	4	0	1	0
B-28	0	1	R-QTY-AFFIRM	0	5	1	4	0	1	0
B-29	0	1	R-IDENT-AFFIRM	0	5	8	40	0	2	0
B-30	0	0		0	5	0	0	56	0	3
B-31	0	0		0	5	24	32	0	1	0
B-32	0	1	R-IDENT-AFFIRM	0	5	4	16	0	2	0
