36203	abaca	v2
36203	abaca	passive
36203	abaca	eig_012
36203	gradual	v2
36203	gradual	passive
36203	gradual	eig_012
36203	success_only	v2
36203	success_only	passive
36203	success_only	eig_012
36203	long_return	v2
36203	long_return	passive
36203	long_return	eig_012
36209	abaca	v2
36209	abaca	passive
36209	abaca	eig_012
36209	gradual	v2
36209	gradual	passive
36209	gradual	eig_012
36209	success_only	v2
36209	success_only	passive
36209	success_only	eig_012
36209	long_return	v2
36209	long_return	passive
36209	long_return	eig_012
36217	abaca	v2
36217	abaca	passive
36217	abaca	eig_012
36217	gradual	v2
36217	gradual	passive
36217	gradual	eig_012
36217	success_only	v2
36217	success_only	passive
36217	success_only	eig_012
36217	long_return	v2
36217	long_return	passive
36217	long_return	eig_012
