CLEAN_REPLAY,start
EP,0,1,1,399,1,11462
EP,1,1,1,398,2,11283
EP,2,1,1,397,3,11104
EP,3,1,1,396,4,10925
EP,4,1,1,395,5,10746
EP,5,1,1,394,6,10567
EP,6,1,1,393,7,10388
EP,7,1,1,392,8,10209
EP,8,1,1,391,9,10030
EP,9,1,1,390,10,9851
EP,10,1,1,389,11,9672
EP,11,1,1,388,12,9493
EP,12,1,1,387,13,9314
EP,13,1,1,386,14,9135
EP,14,1,1,385,15,8956
EP,15,1,1,384,16,8777
EP,16,1,1,383,17,8598
EP,17,1,1,382,18,8419
EP,18,1,1,381,19,8240
EP,19,1,1,380,20,8061
EP,20,1,1,379,21,7882
EP,21,1,1,378,22,7703
EP,22,1,1,377,23,7524
EP,23,1,1,376,24,7345
EP,24,1,1,375,25,7166
EP,25,1,1,374,26,6987
EP,26,1,1,373,27,6808
EP,27,1,1,372,28,6629
EP,28,1,1,371,29,6450
EP,29,1,1,370,30,6271
EP,30,1,1,369,31,6092
EP,31,1,1,368,32,5913
EP,32,1,1,367,33,5734
EP,33,1,1,366,34,5555
EP,34,1,1,365,35,5376
EP,35,1,1,364,36,5197
EP,36,1,1,363,37,5018
EP,37,1,1,362,38,4839
EP,38,1,1,361,39,4660
EP,39,1,1,360,40,4481
EP,40,1,1,359,41,4302
EP,41,1,1,358,42,4123
EP,42,1,1,357,43,3944
EP,43,1,1,356,44,3765
EP,44,1,1,355,45,3586
EP,45,1,1,354,46,3407
EP,46,1,1,353,47,3228
EP,47,1,1,352,48,3049
EP,48,1,1,351,49,2870
EP,49,1,1,350,50,2691
EP,50,1,1,349,51,2512
EP,51,1,1,348,52,2333
EP,52,1,1,347,53,2154
EP,53,1,1,346,54,1975
EP,54,1,1,345,55,1796
EP,55,1,1,344,56,1617
EP,56,1,1,343,57,1438
EP,57,1,1,342,58,1259
EP,58,1,1,341,59,1080
EP,59,1,1,340,60,901
EP,60,1,1,339,61,722
EP,61,1,1,338,62,543
EP,62,1,1,337,63,364
EP,63,1,1,336,64,185
EP,64,1,1,335,65,6
EP,65,1,1,334,66,999830
EP,66,1,1,333,67,999651
EP,67,1,1,332,68,999472
EP,68,1,1,331,69,999293
EP,69,1,1,330,70,999114
EP,70,1,1,329,71,998935
EP,71,1,1,328,72,998756
EP,72,1,1,327,73,998577
EP,73,1,1,326,74,998398
EP,74,1,1,325,75,998219
EP,75,1,1,324,76,998040
EP,76,1,1,323,77,997861
EP,77,1,1,322,78,997682
EP,78,1,1,321,79,997503
EP,79,1,1,320,80,997324
EP,80,1,1,319,81,997145
