admit-V2-A-clean-0000	1	16	500	1	0
admit-V2-A-clean-0000	2	16	497	1	0
admit-V2-A-clean-0000	4	16	494	1	0
admit-V2-A-clean-0000	8	16	491	1	0
admit-V2-A-clean-0000	16	16	488	1	0
admit-V2-A-clean-0001	1	16	666	1	0
admit-V2-A-clean-0001	2	16	663	1	0
admit-V2-A-clean-0001	4	16	660	1	0
admit-V2-A-clean-0001	8	16	657	1	0
admit-V2-A-clean-0001	16	16	654	1	0
admit-V2-A-clean-0002	1	16	750	1	0
admit-V2-A-clean-0002	2	16	747	1	0
admit-V2-A-clean-0002	4	16	744	1	0
admit-V2-A-clean-0002	8	16	741	1	0
admit-V2-A-clean-0002	16	16	738	1	0
admit-V2-A-clean-0004	1	16	800	1	0
admit-V2-A-clean-0004	2	16	797	1	0
admit-V2-A-clean-0004	4	16	794	1	0
admit-V2-A-clean-0004	8	16	791	1	0
admit-V2-A-clean-0004	16	16	788	1	0
admit-V2-A-clean-0006	1	16	833	1	0
admit-V2-A-clean-0006	2	16	830	1	0
admit-V2-A-clean-0006	4	16	827	1	0
admit-V2-A-clean-0006	8	16	824	1	0
admit-V2-A-clean-0006	16	16	821	1	0
admit-V2-A-clean-0016	1	16	857	1	0
admit-V2-A-clean-0016	2	16	854	1	0
admit-V2-A-clean-0016	4	16	851	1	0
admit-V2-A-clean-0016	8	16	848	1	0
admit-V2-A-clean-0016	16	16	845	1	0
admit-V2-A-clean-0020	1	16	875	1	0
admit-V2-A-clean-0020	2	16	872	1	0
admit-V2-A-clean-0020	4	16	869	1	0
admit-V2-A-clean-0020	8	16	866	1	0
admit-V2-A-clean-0020	16	16	863	1	0
admit-V2-A-clean-0029	1	16	888	1	0
admit-V2-A-clean-0029	2	16	885	1	0
admit-V2-A-clean-0029	4	16	882	1	0
admit-V2-A-clean-0029	8	16	879	1	0
admit-V2-A-clean-0029	16	16	876	1	0
admit-V2-A-clean-0038	1	16	900	1	0
admit-V2-A-clean-0038	2	16	897	1	0
admit-V2-A-clean-0038	4	16	894	1	0
admit-V2-A-clean-0038	8	16	891	1	0
admit-V2-A-clean-0038	16	16	888	1	0
admit-V2-A-clean-0040	1	16	909	1	0
admit-V2-A-clean-0040	2	16	906	1	0
admit-V2-A-clean-0040	4	16	903	1	0
admit-V2-A-clean-0040	8	16	900	1	0
admit-V2-A-clean-0040	16	16	897	1	0
admit-V2-A-clean-0047	1	16	916	1	0
admit-V2-A-clean-0047	2	16	913	1	0
admit-V2-A-clean-0047	4	16	910	1	0
admit-V2-A-clean-0047	8	16	907	1	0
admit-V2-A-clean-0047	16	16	904	1	0
admit-V2-A-clean-0059	1	11	500	1	0
admit-V2-A-clean-0059	2	11	497	1	0
admit-V2-A-clean-0059	4	11	494	1	0
admit-V2-A-clean-0059	8	11	491	1	0
admit-V2-A-clean-0059	16	11	488	1	0
admit-V2-A-clean-0060	1	11	666	1	0
admit-V2-A-clean-0060	2	11	663	1	0
admit-V2-A-clean-0060	4	11	660	1	0
admit-V2-A-clean-0060	8	11	657	1	0
admit-V2-A-clean-0060	16	11	654	1	0
admit-V2-A-clean-0066	1	11	750	1	0
admit-V2-A-clean-0066	2	11	747	1	0
admit-V2-A-clean-0066	4	11	744	1	0
admit-V2-A-clean-0066	8	11	741	1	0
admit-V2-A-clean-0066	16	11	738	1	0
admit-V2-A-clean-0072	1	11	800	1	0
admit-V2-A-clean-0072	2	11	797	1	0
admit-V2-A-clean-0072	4	11	794	1	0
admit-V2-A-clean-0072	8	11	791	1	0
admit-V2-A-clean-0072	16	11	788	1	0
admit-V2-A-clean-0077	1	11	833	1	0
admit-V2-A-clean-0077	2	11	830	1	0
admit-V2-A-clean-0077	4	11	827	1	0
admit-V2-A-clean-0077	8	11	824	1	0
admit-V2-A-clean-0077	16	11	821	1	0
admit-V2-A-clean-0081	1	11	857	1	0
admit-V2-A-clean-0081	2	11	854	1	0
admit-V2-A-clean-0081	4	11	851	1	0
admit-V2-A-clean-0081	8	11	848	1	0
admit-V2-A-clean-0081	16	11	845	1	0
admit-V2-A-clean-0090	1	11	875	1	0
admit-V2-A-clean-0090	2	11	872	1	0
admit-V2-A-clean-0090	4	11	869	1	0
admit-V2-A-clean-0090	8	11	866	1	0
admit-V2-A-clean-0090	16	11	863	1	0
admit-V2-A-clean-0095	1	11	888	1	0
admit-V2-A-clean-0095	2	11	885	1	0
admit-V2-A-clean-0095	4	11	882	1	0
admit-V2-A-clean-0095	8	11	879	1	0
admit-V2-A-clean-0095	16	11	876	1	0
admit-V2-A-clean-0099	1	15	500	1	0
admit-V2-A-clean-0099	2	15	497	1	0
admit-V2-A-clean-0099	4	15	494	1	0
admit-V2-A-clean-0099	8	15	491	1	0
admit-V2-A-clean-0099	16	15	488	1	0
admit-V2-A-decoy-0000	1	15	666	1	0
admit-V2-A-decoy-0000	2	15	663	1	0
admit-V2-A-decoy-0000	4	15	660	1	0
admit-V2-A-decoy-0000	8	15	657	1	0
admit-V2-A-decoy-0000	16	15	654	1	0
admit-V2-A-decoy-0001	1	15	750	1	0
admit-V2-A-decoy-0001	2	15	747	1	0
admit-V2-A-decoy-0001	4	15	744	1	0
admit-V2-A-decoy-0001	8	15	741	1	0
admit-V2-A-decoy-0001	16	15	738	1	0
admit-V2-A-decoy-0002	1	15	800	1	0
admit-V2-A-decoy-0002	2	15	797	1	0
admit-V2-A-decoy-0002	4	15	794	1	0
admit-V2-A-decoy-0002	8	15	791	1	0
admit-V2-A-decoy-0002	16	15	788	1	0
admit-V2-A-decoy-0003	1	15	833	1	0
admit-V2-A-decoy-0003	2	15	830	1	0
admit-V2-A-decoy-0003	4	15	827	1	0
admit-V2-A-decoy-0003	8	15	824	1	0
admit-V2-A-decoy-0003	16	15	821	1	0
admit-V2-A-decoy-0004	1	15	857	1	0
admit-V2-A-decoy-0004	2	15	854	1	0
admit-V2-A-decoy-0004	4	15	851	1	0
admit-V2-A-decoy-0004	8	15	848	1	0
admit-V2-A-decoy-0004	16	15	845	1	0
admit-V2-A-decoy-0005	1	15	875	1	0
admit-V2-A-decoy-0005	2	15	872	1	0
admit-V2-A-decoy-0005	4	15	869	1	0
admit-V2-A-decoy-0005	8	15	866	1	0
admit-V2-A-decoy-0005	16	15	863	1	0
admit-V2-A-decoy-0006	1	15	888	1	0
admit-V2-A-decoy-0006	2	15	885	1	0
admit-V2-A-decoy-0006	4	15	882	1	0
admit-V2-A-decoy-0006	8	15	879	1	0
admit-V2-A-decoy-0006	16	15	876	1	0
admit-V2-A-decoy-0007	1	15	900	1	0
admit-V2-A-decoy-0007	2	15	897	1	0
admit-V2-A-decoy-0007	4	15	894	1	0
admit-V2-A-decoy-0007	8	15	891	1	0
admit-V2-A-decoy-0007	16	15	888	1	0
admit-V2-A-decoy-0008	1	15	909	1	0
admit-V2-A-decoy-0008	2	15	906	1	0
admit-V2-A-decoy-0008	4	15	903	1	0
admit-V2-A-decoy-0008	8	15	900	1	0
admit-V2-A-decoy-0008	16	15	897	1	0
admit-V2-A-decoy-0009	1	15	916	1	0
admit-V2-A-decoy-0009	2	15	913	1	0
admit-V2-A-decoy-0009	4	15	910	1	0
admit-V2-A-decoy-0009	8	15	907	1	0
admit-V2-A-decoy-0009	16	15	904	1	0
admit-V2-A-decoy-0010	1	15	923	1	0
admit-V2-A-decoy-0010	2	15	920	1	0
admit-V2-A-decoy-0010	4	15	917	1	0
admit-V2-A-decoy-0010	8	15	914	1	0
admit-V2-A-decoy-0010	16	15	911	1	0
admit-V2-A-decoy-0011	1	15	928	1	0
admit-V2-A-decoy-0011	2	15	925	1	0
admit-V2-A-decoy-0011	4	15	922	1	0
admit-V2-A-decoy-0011	8	15	919	1	0
admit-V2-A-decoy-0011	16	15	916	1	0
admit-V2-A-decoy-0012	1	15	933	1	0
admit-V2-A-decoy-0012	2	15	930	1	0
admit-V2-A-decoy-0012	4	15	927	1	0
admit-V2-A-decoy-0012	8	15	924	1	0
admit-V2-A-decoy-0012	16	15	921	1	0
admit-V2-A-decoy-0013	1	15	937	1	0
admit-V2-A-decoy-0013	2	15	934	1	0
admit-V2-A-decoy-0013	4	15	931	1	0
admit-V2-A-decoy-0013	8	15	928	1	0
admit-V2-A-decoy-0013	16	15	925	1	0
admit-V2-A-decoy-0014	1	15	941	1	0
admit-V2-A-decoy-0014	2	15	938	1	0
admit-V2-A-decoy-0014	4	15	935	1	0
admit-V2-A-decoy-0014	8	15	932	1	0
admit-V2-A-decoy-0014	16	15	929	1	0
