admit-V2-A-clean-0000	admit	1
admit-V2-A-clean-0000	admit	0
admit-V2-A-clean-0000	admit	0
admit-V2-A-clean-0000	admit	0
admit-V2-A-clean-0000	admit	0
admit-V2-A-clean-0001	admit	1
admit-V2-A-clean-0001	admit	1
admit-V2-A-clean-0001	admit	0
admit-V2-A-clean-0001	admit	0
admit-V2-A-clean-0001	admit	0
admit-V2-A-clean-0002	admit	2
admit-V2-A-clean-0002	admit	1
admit-V2-A-clean-0002	admit	1
admit-V2-A-clean-0002	admit	0
admit-V2-A-clean-0002	admit	0
admit-V2-A-clean-0004	admit	2
admit-V2-A-clean-0004	admit	1
admit-V2-A-clean-0004	admit	1
admit-V2-A-clean-0004	admit	1
admit-V2-A-clean-0004	admit	0
admit-V2-A-clean-0006	admit	2
admit-V2-A-clean-0006	admit	1
admit-V2-A-clean-0006	admit	1
admit-V2-A-clean-0006	admit	1
admit-V2-A-clean-0006	admit	0
admit-V2-A-clean-0016	admit	2
admit-V2-A-clean-0016	admit	1
admit-V2-A-clean-0016	admit	1
admit-V2-A-clean-0016	admit	1
admit-V2-A-clean-0016	admit	1
admit-V2-A-clean-0020	admit	2
admit-V2-A-clean-0020	admit	1
admit-V2-A-clean-0020	admit	1
admit-V2-A-clean-0020	admit	1
admit-V2-A-clean-0020	admit	1
admit-V2-A-clean-0029	admit	2
admit-V2-A-clean-0029	admit	1
admit-V2-A-clean-0029	admit	1
admit-V2-A-clean-0029	admit	1
admit-V2-A-clean-0029	admit	1
admit-V2-A-clean-0038	admit	2
admit-V2-A-clean-0038	admit	1
admit-V2-A-clean-0038	admit	1
admit-V2-A-clean-0038	admit	1
admit-V2-A-clean-0038	admit	1
admit-V2-A-clean-0040	admit	2
admit-V2-A-clean-0040	admit	1
admit-V2-A-clean-0040	admit	1
admit-V2-A-clean-0040	admit	1
admit-V2-A-clean-0040	admit	1
admit-V2-A-clean-0047	admit	2
admit-V2-A-clean-0047	admit	1
admit-V2-A-clean-0047	admit	1
admit-V2-A-clean-0047	admit	1
admit-V2-A-clean-0047	admit	1
admit-V2-A-clean-0059	admit	3
admit-V2-A-clean-0059	admit	4
admit-V2-A-clean-0059	admit	1
admit-V2-A-clean-0059	admit	1
admit-V2-A-clean-0059	admit	1
admit-V2-A-clean-0060	admit	3
admit-V2-A-clean-0060	admit	4
admit-V2-A-clean-0060	admit	1
admit-V2-A-clean-0060	admit	1
admit-V2-A-clean-0060	admit	1
admit-V2-A-clean-0066	admit	3
admit-V2-A-clean-0066	admit	4
admit-V2-A-clean-0066	admit	1
admit-V2-A-clean-0066	admit	1
admit-V2-A-clean-0066	admit	1
admit-V2-A-clean-0072	admit	3
admit-V2-A-clean-0072	admit	4
admit-V2-A-clean-0072	admit	1
admit-V2-A-clean-0072	admit	1
admit-V2-A-clean-0072	admit	1
admit-V2-A-clean-0077	admit	3
admit-V2-A-clean-0077	admit	4
admit-V2-A-clean-0077	admit	1
admit-V2-A-clean-0077	admit	1
admit-V2-A-clean-0077	admit	1
admit-V2-A-clean-0081	admit	3
admit-V2-A-clean-0081	admit	4
admit-V2-A-clean-0081	admit	1
admit-V2-A-clean-0081	admit	1
admit-V2-A-clean-0081	admit	1
admit-V2-A-clean-0090	admit	3
admit-V2-A-clean-0090	admit	4
admit-V2-A-clean-0090	admit	1
admit-V2-A-clean-0090	admit	1
admit-V2-A-clean-0090	admit	1
admit-V2-A-clean-0095	admit	3
admit-V2-A-clean-0095	admit	4
admit-V2-A-clean-0095	admit	1
admit-V2-A-clean-0095	admit	1
admit-V2-A-clean-0095	admit	1
admit-V2-A-clean-0099	admit	3
admit-V2-A-clean-0099	admit	1
admit-V2-A-clean-0099	admit	1
admit-V2-A-clean-0099	admit	0
admit-V2-A-clean-0099	admit	0
admit-V2-A-decoy-0000	admit	6
admit-V2-A-decoy-0000	admit	5
admit-V2-A-decoy-0000	admit	5
admit-V2-A-decoy-0000	admit	5
admit-V2-A-decoy-0000	admit	5
admit-V2-A-decoy-0001	admit	7
admit-V2-A-decoy-0001	admit	1
admit-V2-A-decoy-0001	admit	0
admit-V2-A-decoy-0001	admit	0
admit-V2-A-decoy-0001	admit	0
admit-V2-A-decoy-0002	admit	7
admit-V2-A-decoy-0002	admit	1
admit-V2-A-decoy-0002	admit	1
admit-V2-A-decoy-0002	admit	0
admit-V2-A-decoy-0002	admit	0
admit-V2-A-decoy-0003	admit	3
admit-V2-A-decoy-0003	admit	1
admit-V2-A-decoy-0003	admit	1
admit-V2-A-decoy-0003	admit	0
admit-V2-A-decoy-0003	admit	0
admit-V2-A-decoy-0004	admit	3
admit-V2-A-decoy-0004	admit	1
admit-V2-A-decoy-0004	admit	1
admit-V2-A-decoy-0004	admit	1
admit-V2-A-decoy-0004	admit	0
admit-V2-A-decoy-0005	admit	3
admit-V2-A-decoy-0005	admit	1
admit-V2-A-decoy-0005	admit	1
admit-V2-A-decoy-0005	admit	1
admit-V2-A-decoy-0005	admit	0
admit-V2-A-decoy-0006	admit	3
admit-V2-A-decoy-0006	admit	1
admit-V2-A-decoy-0006	admit	1
admit-V2-A-decoy-0006	admit	1
